cpu,num_downloads,python_version,glibc_version
x86_64,6772218,3.10,2.35
x86_64,6565796,3.11,2.35
x86_64,4998662,3.12,2.39
x86_64,4565144,3.9,2.27
x86_64,3341536,3.11,2.36
aarch64,2911494,3.10,2.35
x86_64,2506327,3.11,2.34
x86_64,2464648,3.11,2.39
x86_64,2191315,3.12,2.36
x86_64,2018997,3.9,2.31
x86_64,1997170,3.10,2.31
x86_64,1757100,3.10,2.39
x86_64,1742921,3.10,2.36
x86_64,1564661,3.12,2.35
x86_64,1336563,3.8,2.31
x86_64,1121696,3.12,2.31
x86_64,1022459,3.10,2.26
x86_64,941048,3.11,2.31
x86_64,870281,3.9,2.35
x86_64,832519,3.9,2.39
x86_64,829457,3.9,2.36
aarch64,796353,3.9,2.34
x86_64,749674,3.13,2.39
x86_64,734312,3.9,2.34
x86_64,560181,3.13,2.36
aarch64,479527,3.11,2.36
x86_64,449097,3.9,2.26
x86_64,400232,3.12,2.34
x86_64,381349,3.13,2.35
aarch64,374667,3.11,2.35
x86_64,355112,3.9,2.28
x86_64,283299,3.11,2.28
x86_64,238667,3.13,2.31
aarch64,234933,3.9,2.31
x86_64,223457,3.8,2.26
x86_64,213715,3.10,2.28
aarch64,206105,3.10,2.36
aarch64,195070,3.12,2.39
x86_64,192808,3.8,2.36
aarch64,175966,3.12,2.36
x86_64,161635,3.8,2.39
x86_64,161050,3.8,2.28
x86_64,123713,3.10,2.34
aarch64,121907,3.10,2.34
x86_64,100029,3.8,2.35
aarch64,91280,3.12,2.31
x86_64,90808,3.12,2.40
aarch64,87372,3.9,2.35
x86_64,85491,3.13,2.41
x86_64,85107,3.13,2.34
x86_64,83838,3.11,2.41
aarch64,79646,3.9,2.36
x86_64,78766,3.8,2.27
x86_64,73995,3.11,2.26
aarch64,64631,3.13,2.36
x86_64,60390,3.12,2.28
x86_64,59281,3.11,2.40
x86_64,57721,3.9,2.17
aarch64,50294,3.11,2.34
aarch64,46099,3.11,2.31
aarch64,42309,3.12,2.35
x86_64,39342,3.12,2.41
aarch64,37498,3.12,2.34
aarch64,36601,3.11,2.39
x86_64,32389,3.10,2.17
x86_64,30692,3.10,2.41
aarch64,28624,3.8,2.31
x86_64,28226,3.12,2.38
x86_64,20785,3.10,2.27
aarch64,19023,3.10,2.31
x86_64,18617,3.11,2.38
aarch64,17069,3.10,2.26
x86_64,14226,3.13,2.28
x86_64,13733,3.13,2.40
x86_64,12651,3.9,2.41
aarch64,12599,3.13,2.39
x86_64,12451,3.11,2.17
x86_64,11970,3.10,2.40
aarch64,10811,3.9,2.26
aarch64,9922,3.13,2.34
aarch64,9118,3.11,2.28
aarch64,8449,3.8,2.26
x86_64,7904,3.8,2.17
x86_64,7793,3.8,2.34
aarch64,7250,3.13,2.41
aarch64,6080,3.9,2.28
aarch64,5853,3.13,2.35
x86_64,5685,3.11,2.27
x86_64,5332,3.10,2.38
aarch64,5307,3.9,2.39
aarch64,5290,3.11,2.41
aarch64,5122,3.10,2.39
aarch64,4642,3.13,2.31
x86_64,4534,3.12,2.17
aarch64,4407,3.12,2.41
x86_64,4320,3.12,2.26
x86_64,4193,3.10,2.37
aarch64,3872,3.8,2.28
x86_64,3549,3.11,2.37
aarch64,3299,3.10,2.28
aarch64,3220,3.11,2.38
x86_64,3180,3.8,2.23
x86_64,3143,3.9,2.37
x86_64,3109,3.9,2.24
x86_64,3106,3.9,2.40
aarch64,2955,3.12,2.38
x86_64,2844,3.10,2.33
aarch64,2736,3.12,2.28
x86_64,2598,3.12,2.27
aarch64,2578,3.10,2.38
aarch64,2309,3.11,2.26
aarch64,1924,3.8,2.36
x86_64,1568,3.13,2.17
x86_64,1505,3.8,2.41
aarch64,1412,3.12,2.40
x86_64,1246,3.9,2.38
x86_64,1228,3.9,2.33
x86_64,1024,3.8,2.24
x86_64,1019,3.10,2.32
x86_64,972,3.9,2.23
x86_64,941,3.8,2.32
aarch64,910,3.13,2.28
aarch64,792,3.8,2.34
aarch64,777,3.9,2.17
x86_64,752,3.13,2.27
x86_64,630,3.9,2.32
x86_64,629,3.13,2.38
aarch64,602,3.8,2.35
aarch64,575,3.11,2.37
aarch64,574,3.10,2.41
x86_64,504,3.11,2.32
aarch64,452,3.13,2.40
aarch64,415,3.12,2.17
aarch64,380,3.11,2.17
x86_64,370,3.8,2.22
x86_64,351,3.9,2.19
aarch64,332,3.10,2.17
x86_64,329,3.9,2.22
x86_64,328,3.10,2.23
