cpu,num_downloads,python_version,glibc_version
x86_64,6759135,3.10,2.35
x86_64,6651251,3.11,2.35
x86_64,4882831,3.12,2.39
x86_64,4129013,3.9,2.27
x86_64,3853815,3.11,2.36
x86_64,2995772,3.11,2.39
x86_64,2737348,3.11,2.34
aarch64,2589478,3.10,2.35
x86_64,2479091,3.12,2.36
x86_64,2175140,3.10,2.39
x86_64,2078416,3.9,2.31
x86_64,1911414,3.10,2.36
x86_64,1799660,3.10,2.31
x86_64,1589142,3.12,2.35
x86_64,1434185,3.9,2.39
x86_64,1313856,3.8,2.31
x86_64,1260083,3.12,2.31
x86_64,1205107,3.9,2.35
x86_64,1040953,3.9,2.36
x86_64,1010008,3.10,2.26
x86_64,956693,3.11,2.31
x86_64,946928,3.13,2.39
aarch64,797809,3.11,2.36
aarch64,751938,3.9,2.34
x86_64,714129,3.9,2.34
x86_64,698431,3.13,2.36
x86_64,533537,3.12,2.34
x86_64,481507,3.9,2.26
x86_64,475943,3.11,2.28
x86_64,447789,3.13,2.35
aarch64,407663,3.11,2.35
x86_64,376043,3.9,2.28
x86_64,333923,3.8,2.39
x86_64,333641,3.13,2.31
aarch64,318152,3.9,2.36
aarch64,313643,3.9,2.35
aarch64,247444,3.12,2.36
x86_64,218227,3.10,2.28
aarch64,214956,3.10,2.34
x86_64,212063,3.8,2.26
aarch64,194961,3.12,2.39
aarch64,189969,3.9,2.31
x86_64,180804,3.8,2.36
aarch64,180803,3.10,2.36
x86_64,168947,3.8,2.28
x86_64,146077,3.12,2.28
x86_64,142193,3.11,2.41
x86_64,134998,3.13,2.41
x86_64,116483,3.8,2.35
x86_64,114691,3.12,2.40
x86_64,100817,3.10,2.34
aarch64,99773,3.12,2.31
aarch64,98171,3.11,2.34
x86_64,84397,3.11,2.26
aarch64,80721,3.13,2.36
x86_64,78330,3.8,2.27
x86_64,74336,3.11,2.40
x86_64,61474,3.9,2.17
aarch64,47242,3.11,2.31
aarch64,46832,3.12,2.34
x86_64,43684,3.12,2.41
x86_64,41505,3.13,2.34
aarch64,38778,3.11,2.39
x86_64,38077,3.10,2.27
aarch64,37019,3.12,2.35
aarch64,36560,3.8,2.31
x86_64,34393,3.10,2.17
x86_64,32721,3.10,2.41
x86_64,27945,3.12,2.38
aarch64,21509,3.10,2.31
x86_64,18009,3.13,2.28
x86_64,15433,3.11,2.38
x86_64,14702,3.13,2.40
aarch64,14191,3.9,2.26
aarch64,13982,3.13,2.39
x86_64,12715,3.9,2.41
aarch64,12075,3.10,2.26
aarch64,11787,3.11,2.28
aarch64,10242,3.13,2.34
aarch64,9513,3.13,2.41
x86_64,9055,3.10,2.40
x86_64,8875,3.8,2.34
x86_64,7849,3.8,2.17
x86_64,7680,3.11,2.17
x86_64,6860,3.10,2.38
aarch64,6787,3.8,2.26
aarch64,6331,3.9,2.28
x86_64,6112,3.12,2.27
aarch64,6038,3.10,2.39
aarch64,6013,3.13,2.35
x86_64,5929,3.12,2.26
aarch64,5575,3.13,2.31
aarch64,5575,3.12,2.28
aarch64,5468,3.11,2.41
aarch64,5338,3.9,2.39
aarch64,4872,3.8,2.28
x86_64,4765,3.10,2.33
x86_64,4750,3.11,2.27
x86_64,4591,3.10,2.37
x86_64,4294,3.11,2.37
aarch64,4081,3.12,2.41
x86_64,3689,3.12,2.17
x86_64,3587,3.9,2.37
aarch64,3355,3.11,2.26
aarch64,3308,3.12,2.38
aarch64,3200,3.10,2.28
x86_64,3075,3.9,2.33
x86_64,2931,3.8,2.23
aarch64,2902,3.11,2.38
aarch64,2849,3.10,2.38
x86_64,2528,3.11,2.19
aarch64,2401,3.12,2.40
x86_64,2393,3.9,2.40
aarch64,2243,3.8,2.36
x86_64,2083,3.9,2.24
aarch64,1938,3.9,2.40
x86_64,1468,3.8,2.24
aarch64,1436,3.13,2.28
x86_64,1319,3.9,2.38
x86_64,1299,3.13,2.17
x86_64,1224,3.8,2.41
x86_64,1107,3.9,2.23
aarch64,1080,3.10,2.41
x86_64,1015,3.9,2.22
x86_64,980,3.10,2.32
x86_64,913,3.11,2.32
aarch64,898,3.8,2.35
x86_64,873,3.9,2.32
x86_64,810,3.13,2.38
x86_64,776,3.8,2.32
aarch64,765,3.11,2.37
x86_64,702,3.11,2.22
aarch64,589,3.9,2.17
x86_64,575,3.10,2.23
aarch64,485,3.13,2.40
x86_64,438,3.13,2.27
x86_64,435,3.14,2.39
armv7l,391,3.9,2.31
aarch64,367,3.11,2.40
aarch64,328,3.10,2.40
aarch64,327,3.11,2.17
aarch64,324,3.12,2.17
x86_64,319,3.12,2.32
x86_64,319,3.12,2.37
s390x,310,3.12,2.34
ppc64le,308,3.12,2.34
aarch64,290,3.10,2.17
aarch64,276,3.8,2.27
s390x,274,3.12,2.39
aarch64,270,3.12,2.26
x86_64,267,3.8,2.38
ppc64le,252,3.12,2.39
aarch64,248,3.11,2.23
x86_64,246,3.12,2.22
x86_64,231,3.8,2.40
x86_64,229,3.11,2.23
x86_64,228,3.13,2.26
aarch64,217,3.13,2.17
x86_64,215,3.8,2.37
aarch64,215,3.8,2.39
