cpu,num_downloads,python_version,glibc_version
x86_64,6735527,3.11,2.35
x86_64,6589679,3.10,2.35
x86_64,4749233,3.12,2.39
x86_64,4415689,3.9,2.27
x86_64,3673798,3.11,2.36
x86_64,3116396,3.11,2.39
aarch64,2692897,3.10,2.35
x86_64,2646487,3.12,2.36
x86_64,2641688,3.11,2.34
x86_64,1967387,3.9,2.31
x86_64,1963661,3.10,2.39
x86_64,1805758,3.10,2.36
x86_64,1802856,3.10,2.31
x86_64,1691456,3.12,2.35
x86_64,1460250,3.8,2.31
x86_64,1315589,3.12,2.31
x86_64,1256612,3.9,2.35
x86_64,1085706,3.9,2.36
x86_64,1033761,3.9,2.39
x86_64,1014322,3.10,2.26
x86_64,969414,3.11,2.31
x86_64,930092,3.13,2.39
aarch64,820722,3.9,2.34
x86_64,718093,3.9,2.34
aarch64,707310,3.11,2.36
x86_64,668752,3.13,2.36
x86_64,549558,3.12,2.34
x86_64,479877,3.13,2.35
x86_64,466078,3.9,2.26
aarch64,395684,3.11,2.35
x86_64,360437,3.9,2.28
aarch64,323524,3.9,2.35
x86_64,323326,3.13,2.31
aarch64,316557,3.9,2.36
x86_64,305818,3.10,2.28
x86_64,282746,3.11,2.28
aarch64,254979,3.12,2.39
aarch64,246816,3.12,2.36
x86_64,240623,3.8,2.39
x86_64,207930,3.8,2.26
aarch64,188121,3.10,2.36
aarch64,178197,3.9,2.31
x86_64,173547,3.12,2.28
aarch64,169545,3.10,2.34
x86_64,167198,3.8,2.36
x86_64,161260,3.8,2.28
x86_64,148113,3.11,2.41
x86_64,143801,3.10,2.34
x86_64,119861,3.8,2.35
x86_64,114311,3.13,2.41
x86_64,111222,3.12,2.40
aarch64,98714,3.12,2.31
aarch64,83419,3.13,2.36
x86_64,79060,3.11,2.26
x86_64,73797,3.11,2.40
x86_64,71115,3.8,2.27
aarch64,62230,3.11,2.34
x86_64,59174,3.9,2.17
aarch64,51052,3.11,2.31
x86_64,48863,3.13,2.34
aarch64,43883,3.12,2.34
x86_64,40699,3.12,2.41
aarch64,40136,3.11,2.39
aarch64,40009,3.12,2.35
aarch64,38963,3.8,2.31
x86_64,30988,3.10,2.17
x86_64,30594,3.12,2.38
x86_64,27220,3.10,2.27
aarch64,26069,3.10,2.31
x86_64,22783,3.10,2.41
x86_64,21904,3.13,2.28
x86_64,18087,3.11,2.38
x86_64,16275,3.13,2.40
aarch64,16112,3.13,2.39
x86_64,11641,3.9,2.41
aarch64,11346,3.13,2.34
aarch64,11215,3.9,2.26
x86_64,10991,3.10,2.33
aarch64,10164,3.11,2.28
aarch64,9411,3.10,2.26
x86_64,9285,3.10,2.40
x86_64,9234,3.8,2.34
aarch64,8428,3.8,2.26
x86_64,8032,3.11,2.17
x86_64,7883,3.10,2.38
x86_64,7850,3.8,2.17
aarch64,7071,3.13,2.31
aarch64,6790,3.13,2.41
aarch64,6573,3.9,2.28
x86_64,5925,3.12,2.26
x86_64,5838,3.12,2.27
aarch64,5798,3.13,2.35
aarch64,5794,3.10,2.39
aarch64,5395,3.11,2.41
aarch64,5367,3.9,2.39
aarch64,5194,3.12,2.41
x86_64,5093,3.11,2.27
aarch64,4555,3.12,2.28
