cpu,num_downloads,python_version,glibc_version
x86_64,6104863,3.10,2.35
x86_64,5355132,3.11,2.35
x86_64,5210471,3.12,2.39
x86_64,4860896,3.9,2.27
x86_64,3437674,3.11,2.36
x86_64,3026114,3.11,2.39
x86_64,2443969,3.11,2.34
x86_64,2193091,3.10,2.39
x86_64,2042137,3.12,2.36
x86_64,1755414,3.10,2.36
x86_64,1697316,3.9,2.31
x86_64,1563971,3.9,2.39
x86_64,1520038,3.10,2.31
x86_64,1453323,3.12,2.35
x86_64,1196148,3.9,2.35
x86_64,1062418,3.8,2.31
x86_64,1016950,3.12,2.31
x86_64,993984,3.13,2.39
x86_64,966736,3.10,2.26
aarch64,929939,3.10,2.35
x86_64,914990,3.9,2.36
x86_64,879893,3.11,2.31
x86_64,844611,3.9,2.34
aarch64,738966,3.9,2.34
x86_64,671275,3.13,2.36
aarch64,563119,3.11,2.36
x86_64,443758,3.12,2.34
x86_64,392950,3.9,2.26
x86_64,357655,3.13,2.35
aarch64,341783,3.11,2.35
x86_64,339921,3.13,2.31
x86_64,338240,3.9,2.28
x86_64,336558,3.10,2.27
aarch64,283359,3.9,2.36
aarch64,274336,3.9,2.35
aarch64,231112,3.12,2.36
x86_64,230577,3.12,2.28
x86_64,223432,3.11,2.28
x86_64,193435,3.8,2.26
x86_64,186949,3.10,2.28
aarch64,185668,3.10,2.36
aarch64,181197,3.10,2.34
aarch64,172875,3.9,2.31
aarch64,172705,3.12,2.39
x86_64,170354,3.11,2.41
x86_64,160861,3.8,2.36
x86_64,156159,3.8,2.39
x86_64,121812,3.8,2.28
x86_64,120780,3.13,2.41
x86_64,104784,3.8,2.35
x86_64,98231,3.12,2.40
x86_64,81889,3.10,2.34
aarch64,72029,3.13,2.36
x86_64,69748,3.11,2.26
aarch64,69489,3.11,2.34
x86_64,67390,3.10,2.17
x86_64,66764,3.9,2.17
x86_64,55239,3.8,2.27
x86_64,54979,3.11,2.40
x86_64,54258,3.13,2.34
x86_64,45819,3.12,2.41
aarch64,40613,3.11,2.39
aarch64,39875,3.12,2.34
aarch64,39259,3.12,2.35
aarch64,39244,3.8,2.31
aarch64,34981,3.11,2.31
aarch64,28547,3.10,2.31
x86_64,23928,3.12,2.38
x86_64,22224,3.10,2.41
x86_64,17370,3.13,2.28
aarch64,16433,3.12,2.31
aarch64,14510,3.13,2.39
x86_64,13841,3.13,2.40
aarch64,12635,3.13,2.34
x86_64,12593,3.11,2.38
aarch64,12021,3.8,2.26
aarch64,11966,3.10,2.26
x86_64,11440,3.11,2.19
aarch64,10657,3.9,2.26
x86_64,10632,3.9,2.41
x86_64,9949,3.11,2.17
x86_64,9802,3.10,2.33
x86_64,9143,3.10,2.40
x86_64,7166,3.8,2.17
aarch64,7084,3.13,2.41
x86_64,6882,3.10,2.38
aarch64,6791,3.11,2.41
x86_64,6386,3.12,2.17
x86_64,6158,3.12,2.27
aarch64,6090,3.11,2.28
aarch64,5875,3.9,2.39
aarch64,5776,3.13,2.31
x86_64,5458,3.9,2.33
aarch64,5455,3.9,2.28
aarch64,5306,3.10,2.39
aarch64,5052,3.13,2.35
x86_64,4402,3.11,2.27
x86_64,4301,3.12,2.26
aarch64,4160,3.12,2.41
x86_64,3898,3.9,2.37
