cpu,num_downloads,python_version,glibc_version
x86_64,7391706,3.10,2.35
x86_64,6550806,3.11,2.35
x86_64,4831943,3.12,2.39
x86_64,4357299,3.9,2.27
x86_64,3293896,3.11,2.36
aarch64,2831020,3.10,2.35
x86_64,2582883,3.11,2.34
x86_64,2536941,3.11,2.39
x86_64,2242653,3.12,2.36
x86_64,2025032,3.9,2.31
x86_64,1960006,3.10,2.31
x86_64,1802711,3.10,2.36
x86_64,1794728,3.10,2.39
x86_64,1736878,3.12,2.35
x86_64,1302340,3.8,2.31
x86_64,1098602,3.9,2.35
x86_64,1089386,3.12,2.31
x86_64,1028101,3.10,2.26
x86_64,1011695,3.9,2.36
x86_64,924212,3.11,2.31
x86_64,855000,3.9,2.39
aarch64,837419,3.9,2.34
x86_64,752492,3.9,2.34
x86_64,726207,3.13,2.39
x86_64,557754,3.13,2.36
aarch64,550534,3.11,2.36
x86_64,482202,3.9,2.26
x86_64,385219,3.12,2.34
x86_64,361071,3.13,2.35
aarch64,357940,3.11,2.35
x86_64,355169,3.9,2.28
x86_64,277205,3.11,2.28
x86_64,239289,3.10,2.28
x86_64,230724,3.13,2.31
aarch64,221930,3.9,2.31
aarch64,210730,3.9,2.36
aarch64,201322,3.10,2.36
x86_64,195646,3.8,2.26
aarch64,193974,3.12,2.36
aarch64,185522,3.12,2.39
x86_64,171798,3.8,2.36
x86_64,169159,3.8,2.39
aarch64,167926,3.9,2.35
x86_64,158537,3.8,2.28
x86_64,106676,3.10,2.34
x86_64,102601,3.8,2.35
x86_64,95728,3.13,2.41
x86_64,90497,3.12,2.40
x86_64,86869,3.11,2.41
aarch64,85728,3.12,2.31
x86_64,74705,3.11,2.26
x86_64,72908,3.8,2.27
aarch64,64976,3.10,2.34
x86_64,63273,3.12,2.28
aarch64,59619,3.13,2.36
x86_64,59430,3.13,2.34
x86_64,58515,3.9,2.17
x86_64,55908,3.11,2.40
aarch64,55294,3.11,2.34
x86_64,50596,3.10,2.27
aarch64,45311,3.11,2.31
