cpu,num_downloads,python_version,glibc_version
x86_64,6118611,3.10,2.35
x86_64,5949578,3.11,2.35
x86_64,4313849,3.9,2.27
x86_64,3932737,3.12,2.39
x86_64,2865251,3.11,2.36
aarch64,2848900,3.10,2.35
x86_64,2413944,3.11,2.34
x86_64,2054286,3.11,2.39
x86_64,2001051,3.12,2.36
x86_64,1858960,3.9,2.31
x86_64,1672151,3.10,2.36
x86_64,1655136,3.10,2.39
x86_64,1556203,3.10,2.31
x86_64,1373982,3.12,2.35
x86_64,1269576,3.8,2.31
x86_64,1168381,3.9,2.35
x86_64,1099845,3.12,2.31
x86_64,1042508,3.9,2.36
x86_64,987998,3.10,2.26
x86_64,783256,3.11,2.31
aarch64,730900,3.9,2.34
x86_64,726056,3.9,2.39
x86_64,703582,3.9,2.34
x86_64,630422,3.13,2.39
aarch64,518158,3.11,2.36
x86_64,480845,3.13,2.36
x86_64,468482,3.9,2.26
x86_64,396730,3.11,2.28
x86_64,391166,3.12,2.34
aarch64,364616,3.11,2.35
aarch64,337957,3.10,2.34
x86_64,334515,3.13,2.35
x86_64,323642,3.9,2.28
aarch64,299035,3.9,2.35
aarch64,289648,3.9,2.36
x86_64,263662,3.8,2.26
x86_64,235400,3.10,2.28
x86_64,218288,3.13,2.31
aarch64,193688,3.10,2.36
aarch64,188059,3.12,2.39
aarch64,180695,3.12,2.36
aarch64,176902,3.9,2.31
x86_64,168989,3.8,2.39
x86_64,149656,3.10,2.34
x86_64,143113,3.8,2.28
x86_64,142716,3.8,2.36
x86_64,101407,3.13,2.41
aarch64,91303,3.12,2.31
x86_64,86874,3.8,2.35
x86_64,81911,3.12,2.40
aarch64,80082,3.11,2.34
x86_64,74842,3.11,2.41
x86_64,69659,3.11,2.26
x86_64,69156,3.8,2.27
x86_64,63552,3.9,2.17
x86_64,57059,3.12,2.28
aarch64,54800,3.13,2.36
x86_64,44995,3.11,2.40
aarch64,41555,3.11,2.31
aarch64,34910,3.12,2.35
aarch64,33935,3.12,2.34
x86_64,32341,3.12,2.41
x86_64,32008,3.10,2.17
x86_64,31672,3.13,2.34
aarch64,30929,3.11,2.39
x86_64,28804,3.10,2.27
x86_64,25455,3.10,2.41
aarch64,25197,3.8,2.31
x86_64,23814,3.12,2.38
x86_64,18924,3.13,2.28
aarch64,16628,3.10,2.31
x86_64,15786,3.11,2.38
x86_64,13935,3.13,2.40
aarch64,13462,3.10,2.26
x86_64,11478,3.9,2.41
aarch64,10826,3.9,2.26
aarch64,9953,3.13,2.39
x86_64,9891,3.10,2.33
aarch64,9361,3.13,2.34
aarch64,8024,3.11,2.28
x86_64,7265,3.8,2.34
x86_64,7203,3.10,2.40
aarch64,6797,3.8,2.26
x86_64,6696,3.8,2.17
aarch64,6474,3.13,2.41
x86_64,6271,3.11,2.17
x86_64,5992,3.10,2.38
aarch64,5324,3.9,2.39
x86_64,5137,3.11,2.27
x86_64,5095,3.9,2.33
x86_64,5009,3.12,2.26
