cpu,num_downloads,python_version,glibc_version
x86_64,6396057,3.10,2.35
x86_64,5332028,3.11,2.35
x86_64,4738297,3.12,2.39
x86_64,3661711,3.9,2.27
x86_64,3593218,3.11,2.36
x86_64,3024441,3.11,2.39
x86_64,3015616,3.11,2.34
aarch64,2477971,3.10,2.35
x86_64,2265945,3.10,2.39
x86_64,2082286,3.12,2.36
x86_64,1945721,3.9,2.39
x86_64,1774099,3.9,2.31
x86_64,1736035,3.10,2.31
x86_64,1649521,3.10,2.36
x86_64,1264771,3.12,2.35
x86_64,1190487,3.9,2.35
x86_64,1082902,3.8,2.31
x86_64,998450,3.10,2.26
x86_64,949237,3.9,2.34
x86_64,932656,3.9,2.36
aarch64,863255,3.9,2.34
x86_64,849447,3.12,2.31
x86_64,799341,3.11,2.31
x86_64,790413,3.13,2.39
x86_64,634709,3.13,2.36
aarch64,562289,3.11,2.36
x86_64,522352,3.8,2.39
x86_64,450366,3.12,2.34
x86_64,422504,3.9,2.26
aarch64,370858,3.11,2.35
x86_64,369637,3.9,2.28
x86_64,348061,3.13,2.35
x86_64,336288,3.13,2.31
aarch64,306759,3.9,2.35
aarch64,305803,3.9,2.36
x86_64,205150,3.8,2.26
aarch64,198798,3.12,2.36
x86_64,187408,3.10,2.28
x86_64,185315,3.11,2.28
aarch64,174200,3.12,2.39
aarch64,164031,3.9,2.31
x86_64,150964,3.8,2.36
aarch64,150089,3.10,2.36
x86_64,147533,3.8,2.28
aarch64,130083,3.10,2.34
x86_64,105067,3.13,2.41
x86_64,101034,3.8,2.35
x86_64,95276,3.12,2.40
x86_64,92256,3.10,2.34
x86_64,88809,3.11,2.41
x86_64,86451,3.12,2.28
x86_64,75395,3.11,2.26
aarch64,67535,3.11,2.34
x86_64,62272,3.11,2.40
x86_64,61617,3.9,2.17
x86_64,58457,3.8,2.27
aarch64,53723,3.13,2.36
x86_64,44902,3.13,2.34
aarch64,37667,3.11,2.31
x86_64,37368,3.12,2.41
aarch64,29679,3.12,2.35
aarch64,29449,3.12,2.34
aarch64,27998,3.8,2.31
aarch64,27318,3.11,2.39
aarch64,25109,3.12,2.31
x86_64,21570,3.10,2.41
x86_64,21340,3.10,2.17
x86_64,20857,3.12,2.38
aarch64,20135,3.10,2.31
x86_64,15484,3.13,2.28
x86_64,13717,3.11,2.38
aarch64,13453,3.13,2.34
x86_64,13355,3.10,2.27
x86_64,12655,3.13,2.40
aarch64,10994,3.10,2.26
aarch64,10902,3.8,2.26
aarch64,9950,3.13,2.39
x86_64,9675,3.11,2.19
aarch64,9566,3.9,2.26
aarch64,8360,3.13,2.41
x86_64,8108,3.9,2.41
x86_64,7732,3.8,2.34
x86_64,7122,3.11,2.17
x86_64,7033,3.8,2.17
aarch64,6417,3.11,2.28
x86_64,6026,3.10,2.40
aarch64,6023,3.11,2.41
aarch64,5513,3.9,2.28
aarch64,5435,3.12,2.41
aarch64,5312,3.9,2.39
aarch64,4694,3.13,2.31
aarch64,4338,3.13,2.35
x86_64,4118,3.12,2.26
x86_64,4085,3.11,2.27
aarch64,3568,3.10,2.28
aarch64,3568,3.8,2.28
aarch64,3285,3.10,2.39
x86_64,2980,3.12,2.17
x86_64,2912,3.9,2.37
x86_64,2841,3.10,2.38
aarch64,2758,3.12,2.28
x86_64,2628,3.12,2.27
aarch64,2604,3.11,2.38
x86_64,2589,3.10,2.37
x86_64,2476,3.11,2.37
x86_64,2209,3.9,2.40
x86_64,2125,3.8,2.23
aarch64,2060,3.8,2.36
x86_64,1983,3.9,2.33
aarch64,1730,3.11,2.26
x86_64,1700,3.12,2.37
aarch64,1528,3.13,2.28
aarch64,1429,3.12,2.40
x86_64,1277,3.13,2.17
x86_64,1205,3.8,2.24
x86_64,1118,3.10,2.33
x86_64,1075,3.9,2.24
x86_64,1038,3.9,2.38
x86_64,1029,3.9,2.22
x86_64,1022,3.10,2.32
x86_64,753,3.8,2.41
aarch64,735,3.12,2.38
aarch64,592,3.8,2.35
x86_64,495,3.11,2.22
x86_64,495,3.9,2.32
aarch64,490,3.12,2.26
aarch64,406,3.9,2.17
x86_64,396,3.13,2.38
aarch64,391,3.10,2.41
aarch64,387,3.9,2.41
x86_64,360,3.9,2.23
aarch64,331,3.13,2.40
x86_64,329,3.13,2.27
aarch64,317,3.10,2.38
x86_64,302,3.8,2.38
x86_64,297,3.14,2.39
aarch64,292,3.10,2.40
armv7l,283,3.9,2.31
x86_64,266,3.8,2.40
aarch64,265,3.11,2.17
x86_64,251,3.11,2.32
x86_64,233,3.12,2.32
aarch64,220,3.12,2.17
x86_64,219,3.13,2.26
aarch64,218,3.13,2.17
aarch64,214,3.10,2.17
aarch64,211,3.11,2.40
x86_64,206,3.8,2.32
x86_64,189,3.8,2.37
x86_64,184,3.10,2.23
s390x,177,3.12,2.39
aarch64,176,3.8,2.27
aarch64,173,3.11,2.37
aarch64,145,3.8,2.39
x86_64,143,3.9,2.19
x86_64,128,3.14,2.40
x86_64,125,3.14,2.36
x86_64,125,3.10,2.19
ppc64le,124,3.12,2.39
x86_64,123,3.11,2.23
armv7l,123,3.11,2.36
x86_64,120,3.12,2.30
ppc64le,119,3.12,2.34
s390x,116,3.12,2.34
x86_64,114,3.10,2.30
aarch64,95,3.10,2.27
aarch64,94,3.9,2.27
x86_64,92,3.14,2.35
aarch64,78,3.13,2.27
x86_64,77,3.14,2.41
x86_64,70,3.10,2.24
s390x,68,3.12,2.28
aarch64,68,3.8,2.34
x86_64,66,3.12,2.23
armv7l,62,3.10,2.35
x86_64,60,3.13,2.37
x86_64,57,3.11,2.24
x86_64,54,3.14,2.27
x86_64,48,3.12,2.12
s390x,47,3.11,2.28
ppc64le,44,3.11,2.28
x86_64,44,3.12,2.18
x86_64,43,3.8,2.22
x86_64,43,3.8,2.33
x86_64,43,3.14,2.31
x86_64,41,3.13,2.32
x86_64,40,3.11,2.33
aarch64,35,3.12,2.27
ppc64le,35,3.11,2.34
x86_64,34,3.12,2.22
x86_64,34,3.9,2.29
aarch64,34,3.8,2.38
x86_64,33,3.12,2.25
s390x,32,3.11,2.34
x86_64,29,3.10,2.22
ppc64le,29,3.9,2.34
aarch64,27,3.14,2.36
x86_64,26,3.9,2.25
ppc64le,24,3.13,2.41
s390x,24,3.13,2.41
x86_64,21,3.8,2.5
x86_64,20,3.14,2.17
aarch64,20,3.14,2.17
x86_64,20,3.8,2.29
aarch64,19,3.10,2.32
x86_64,19,3.8,2.19
x86_64,16,3.13,2.33
aarch64,15,3.9,2.40
aarch64,15,3.14,2.39
aarch64,14,3.12,2.41-1
ppc64le,13,3.10,2.34
aarch64,12,3.15,2.35
aarch64,12,3.9,2.33
aarch64,12,3.11,2.33
ppc64le,12,3.11,2.17
x86_64,12,3.12,2.33
aarch64,11,3.11,2.27
aarch64,11,3.11,2.32
x86_64,11,3.13,2.29
x86_64,11,3.12,2.29
x86_64,11,3.13,2.19
aarch64,10,3.13,2.38
ppc64le,8,3.13,2.36
x86_64,8,3.12,2.19
ppc64le,8,3.12,2.28
x86_64,8,3.14,2.28
s390x,8,3.13,2.36
aarch64,8,3.10,2.33
aarch64,8,3.13,2.33
x86_64,8,3.12,2.24
armv7l,7,3.13,2.31
aarch64,7,3.10,2.37
aarch64,6,3.11,2.19
armv7l,6,3.12,2.39
x86_64,6,3.12,2.21
x86_64,5,3.15,2.35
armv7l,4,3.12,2.36
x86_64,4,3.10,2.29
aarch64,4,3.14,2.41
aarch64,4,3.8,2.41
i686,4,3.11,2.36
aarch64,4,3.8,2.24
x86_64,4,3.8,2.18
x86_64,4,3.10,2.18
aarch64,3,3.14,2.35
aarch64,3,3.9,2.38
ppc64le,3,3.10,2.35
s390x,3,3.10,2.35
ppc64le,2,3.13,2.40
i686,2,3.13,2.27
x86_64,2,3.10,2.25
x86_64,2,3.14,2.34
ppc64le,2,3.10,2.28
aarch64,2,3.11,2.23
armv7l,2,3.12,2.31
aarch64,2,3.14,2.31
armv7l,2,3.12,2.28
x86_64,2,3.13,2.23
x86_64,2,3.13,2.24
s390x,2,3.10,2.34
x86_64,2,3.11,2.30
armv7l,2,3.13,2.28
armv7l,2,3.10,2.31
x86_64,2,3.13,2.18
armv7l,2,3.11,2.28
armv8l,2,3.8,2.31
armv8l,2,3.10,2.35
armv7l,2,3.8,2.31
s390x,2,3.9,2.28
s390x,2,3.13,2.40
armv8l,1,3.12,2.31
armv7l,1,3.9,2.26
armv7l,1,3.9,2.35
armv7l,1,3.9,2.36
aarch64,1,3.13,2.24
s390x,1,3.10,2.39
aarch64,1,3.8,2.19
s390x,1,3.10,2.28
armv7l,1,3.10,2.36
ppc64le,1,3.11,2.36
s390x,1,3.11,2.36
x86_64,1,3.8,2.21
x86_64,1,3.9,2.18
x86_64,1,3.13,2.30
s390x,1,3.9,2.34
armv7l,1,3.11,2.37
