cpu,num_downloads,python_version,glibc_version
x86_64,6859625,3.10,2.35
x86_64,6061169,3.11,2.35
x86_64,6028678,3.12,2.39
x86_64,4891786,3.9,2.27
x86_64,4032734,3.11,2.36
x86_64,3153551,3.11,2.34
x86_64,3131890,3.11,2.39
x86_64,2672208,3.12,2.36
aarch64,2466613,3.10,2.35
x86_64,2457582,3.10,2.39
x86_64,2008102,3.9,2.39
x86_64,1961405,3.10,2.36
x86_64,1955567,3.9,2.31
x86_64,1737381,3.10,2.31
x86_64,1718472,3.12,2.35
x86_64,1359599,3.9,2.35
x86_64,1237572,3.8,2.31
x86_64,1137006,3.9,2.36
x86_64,1067825,3.12,2.31
x86_64,1057602,3.11,2.31
x86_64,992092,3.10,2.26
x86_64,988803,3.13,2.39
aarch64,959011,3.9,2.34
x86_64,788268,3.13,2.36
x86_64,783821,3.9,2.34
aarch64,646151,3.11,2.36
x86_64,560210,3.12,2.34
x86_64,524519,3.8,2.39
x86_64,432418,3.9,2.28
x86_64,429313,3.13,2.35
x86_64,428271,3.9,2.26
aarch64,398363,3.10,2.34
aarch64,356120,3.11,2.35
x86_64,349088,3.13,2.31
aarch64,329844,3.9,2.36
aarch64,321321,3.9,2.35
aarch64,260595,3.12,2.36
aarch64,245797,3.12,2.39
x86_64,239797,3.8,2.26
x86_64,236879,3.11,2.28
x86_64,216994,3.10,2.28
x86_64,205532,3.8,2.36
aarch64,188958,3.10,2.36
aarch64,171981,3.9,2.31
x86_64,165087,3.8,2.28
x86_64,136987,3.13,2.41
x86_64,131011,3.10,2.34
x86_64,129280,3.12,2.28
x86_64,106446,3.12,2.40
x86_64,105799,3.8,2.35
x86_64,103810,3.11,2.41
aarch64,76873,3.13,2.36
aarch64,75192,3.11,2.34
x86_64,72517,3.11,2.26
x86_64,69293,3.11,2.40
x86_64,68816,3.8,2.27
x86_64,65871,3.9,2.17
x86_64,58739,3.13,2.34
aarch64,49321,3.12,2.35
aarch64,46800,3.11,2.31
x86_64,46101,3.12,2.41
aarch64,42784,3.8,2.31
aarch64,40139,3.12,2.34
aarch64,38140,3.11,2.39
aarch64,29844,3.12,2.31
x86_64,28332,3.12,2.38
x86_64,27073,3.10,2.41
aarch64,25029,3.10,2.31
x86_64,20420,3.13,2.28
x86_64,18382,3.10,2.27
x86_64,17284,3.10,2.17
x86_64,15371,3.13,2.40
x86_64,15064,3.11,2.38
aarch64,14872,3.13,2.39
aarch64,13366,3.13,2.34
aarch64,11958,3.9,2.26
x86_64,11494,3.9,2.41
x86_64,11196,3.11,2.19
aarch64,9700,3.13,2.41
x86_64,9047,3.11,2.17
aarch64,8955,3.10,2.26
x86_64,8952,3.10,2.40
aarch64,8690,3.8,2.26
aarch64,8306,3.11,2.28
x86_64,8023,3.8,2.34
x86_64,7952,3.8,2.17
aarch64,7646,3.11,2.41
x86_64,7298,3.12,2.27
aarch64,7072,3.9,2.28
aarch64,6165,3.9,2.39
x86_64,5711,3.11,2.27
x86_64,5500,3.12,2.26
aarch64,5453,3.13,2.31
x86_64,5280,3.12,2.17
aarch64,4936,3.13,2.35
x86_64,4904,3.10,2.33
aarch64,4714,3.12,2.41
aarch64,4540,3.10,2.39
x86_64,4260,3.9,2.37
x86_64,4206,3.10,2.38
x86_64,4051,3.11,2.37
x86_64,4013,3.10,2.37
aarch64,3989,3.10,2.28
aarch64,3852,3.12,2.28
aarch64,3242,3.8,2.28
x86_64,3220,3.9,2.40
x86_64,3220,3.9,2.33
x86_64,3066,3.8,2.23
aarch64,2521,3.11,2.38
x86_64,2283,3.10,2.32
aarch64,2257,3.11,2.26
aarch64,2118,3.13,2.28
aarch64,1961,3.8,2.36
x86_64,1668,3.9,2.24
aarch64,1641,3.12,2.40
