cpu,num_downloads,python_version,glibc_version
x86_64,4944239,3.9,2.27
x86_64,4416856,3.11,2.35
x86_64,4141021,3.10,2.35
aarch64,2667293,3.10,2.35
x86_64,2287203,3.11,2.34
x86_64,1805711,3.12,2.39
x86_64,1805385,3.11,2.36
x86_64,1444953,3.9,2.31
x86_64,1360439,3.11,2.39
x86_64,1220562,3.10,2.31
x86_64,1030663,3.12,2.36
x86_64,1014933,3.10,2.36
x86_64,929102,3.8,2.31
x86_64,883382,3.10,2.39
x86_64,816291,3.10,2.26
x86_64,782192,3.9,2.35
x86_64,673183,3.9,2.36
aarch64,605204,3.9,2.34
x86_64,567715,3.9,2.34
x86_64,460592,3.9,2.39
x86_64,444709,3.12,2.35
x86_64,442448,3.12,2.31
x86_64,434974,3.11,2.31
x86_64,401190,3.9,2.26
x86_64,358401,3.13,2.39
aarch64,287083,3.9,2.35
aarch64,278607,3.9,2.36
aarch64,278244,3.11,2.35
x86_64,261089,3.12,2.34
x86_64,257923,3.13,2.36
aarch64,229999,3.11,2.36
x86_64,217075,3.9,2.28
x86_64,168180,3.13,2.31
x86_64,166057,3.8,2.26
x86_64,121092,3.8,2.39
aarch64,118875,3.9,2.31
x86_64,117850,3.10,2.28
aarch64,113385,3.10,2.36
x86_64,108710,3.11,2.28
aarch64,106544,3.12,2.39
aarch64,103496,3.12,2.36
x86_64,103468,3.11,2.26
x86_64,91266,3.8,2.28
x86_64,88741,3.8,2.36
x86_64,81215,3.13,2.35
x86_64,73498,3.13,2.41
x86_64,66233,3.12,2.40
x86_64,60787,3.10,2.34
x86_64,50169,3.8,2.35
aarch64,48101,3.11,2.34
x86_64,47712,3.11,2.41
x86_64,46820,3.9,2.17
x86_64,41416,3.8,2.27
aarch64,34466,3.10,2.34
x86_64,30360,3.11,2.40
aarch64,26266,3.11,2.31
x86_64,25699,3.12,2.28
x86_64,24501,3.10,2.17
aarch64,24029,3.13,2.36
x86_64,19991,3.12,2.41
aarch64,15640,3.12,2.31
aarch64,15538,3.8,2.31
aarch64,15069,3.12,2.34
aarch64,13995,3.11,2.39
x86_64,13076,3.12,2.38
x86_64,10148,3.13,2.34
x86_64,9329,3.10,2.41
aarch64,8191,3.9,2.26
x86_64,7971,3.13,2.40
aarch64,7842,3.12,2.35
x86_64,7758,3.10,2.27
aarch64,7512,3.8,2.26
aarch64,6887,3.10,2.31
aarch64,6626,3.10,2.26
x86_64,6207,3.9,2.41
x86_64,6185,3.13,2.28
aarch64,6027,3.13,2.39
x86_64,5520,3.10,2.40
x86_64,5448,3.8,2.17
x86_64,5344,3.11,2.38
aarch64,4567,3.13,2.41
x86_64,3557,3.11,2.17
aarch64,2959,3.11,2.41
x86_64,2882,3.9,2.37
aarch64,2701,3.11,2.28
x86_64,2571,3.11,2.27
aarch64,2450,3.9,2.39
aarch64,2403,3.9,2.28
aarch64,2389,3.12,2.41
aarch64,2341,3.13,2.34
x86_64,2325,3.8,2.34
x86_64,2200,3.12,2.26
aarch64,2190,3.13,2.35
aarch64,2065,3.10,2.39
x86_64,2037,3.10,2.38
x86_64,1797,3.8,2.24
x86_64,1699,3.11,2.37
x86_64,1692,3.12,2.27
x86_64,1495,3.8,2.41
x86_64,1221,3.8,2.23
x86_64,1190,3.10,2.37
aarch64,1082,3.13,2.31
aarch64,1042,3.8,2.28
aarch64,1033,3.11,2.26
aarch64,999,3.10,2.28
aarch64,965,3.11,2.38
x86_64,952,3.9,2.40
aarch64,932,3.12,2.38
x86_64,889,3.12,2.17
aarch64,843,3.10,2.38
aarch64,806,3.12,2.28
aarch64,773,3.8,2.36
x86_64,724,3.14,2.39
aarch64,603,3.13,2.28
aarch64,504,3.12,2.40
x86_64,472,3.9,2.24
aarch64,424,3.10,2.41
armv7l,382,3.9,2.31
x86_64,381,3.13,2.17
x86_64,354,3.9,2.23
x86_64,330,3.9,2.38
aarch64,326,3.13,2.40
x86_64,297,3.12,2.32
x86_64,260,3.10,2.33
aarch64,243,3.11,2.37
x86_64,236,3.8,2.40
x86_64,226,3.10,2.23
x86_64,224,3.10,2.32
aarch64,222,3.9,2.41
aarch64,197,3.9,2.17
x86_64,189,3.13,2.38
x86_64,189,3.9,2.22
x86_64,172,3.9,2.33
x86_64,160,3.8,2.38
x86_64,152,3.10,2.19
x86_64,147,3.9,2.32
x86_64,138,3.9,2.19
x86_64,132,3.11,2.32
aarch64,115,3.10,2.40
armv7l,115,3.11,2.36
x86_64,109,3.12,2.37
aarch64,108,3.12,2.26
x86_64,94,3.8,2.37
x86_64,94,3.14,2.35
s390x,90,3.12,2.39
