cpu,num_downloads,python_version,glibc_version
x86_64,6233376,3.10,2.35
x86_64,6133066,3.11,2.35
x86_64,4691028,3.9,2.27
x86_64,3773447,3.12,2.39
x86_64,3110850,3.11,2.36
aarch64,2509534,3.10,2.35
x86_64,2470790,3.11,2.34
x86_64,2363804,3.10,2.31
x86_64,2330533,3.11,2.39
x86_64,2169141,3.12,2.36
x86_64,1771066,3.9,2.31
x86_64,1690744,3.10,2.36
x86_64,1649525,3.10,2.39
x86_64,1266211,3.9,2.35
x86_64,1214973,3.8,2.31
x86_64,1124680,3.12,2.35
x86_64,1055593,3.9,2.36
x86_64,1047777,3.12,2.31
x86_64,1016108,3.10,2.26
aarch64,918867,3.9,2.34
x86_64,879384,3.11,2.31
x86_64,777371,3.9,2.39
x86_64,733443,3.13,2.39
x86_64,664107,3.9,2.34
aarch64,575159,3.11,2.36
x86_64,527093,3.13,2.36
x86_64,424598,3.9,2.26
x86_64,359977,3.12,2.34
aarch64,339532,3.11,2.35
x86_64,329315,3.9,2.28
x86_64,324547,3.13,2.35
x86_64,299278,3.11,2.28
aarch64,266856,3.9,2.36
x86_64,259159,3.10,2.28
aarch64,232106,3.9,2.35
x86_64,222038,3.13,2.31
aarch64,199168,3.10,2.34
aarch64,181152,3.12,2.36
x86_64,175810,3.8,2.36
aarch64,175785,3.12,2.39
aarch64,158126,3.9,2.31
x86_64,147650,3.8,2.28
x86_64,143152,3.8,2.39
x86_64,142072,3.8,2.26
aarch64,124434,3.10,2.36
x86_64,101196,3.8,2.35
x86_64,90079,3.12,2.40
x86_64,89991,3.11,2.26
x86_64,84890,3.13,2.41
x86_64,84158,3.10,2.34
x86_64,78836,3.11,2.41
aarch64,69885,3.12,2.31
x86_64,69193,3.8,2.27
x86_64,56878,3.9,2.17
aarch64,53391,3.13,2.36
aarch64,51957,3.11,2.34
x86_64,49535,3.11,2.40
x86_64,48264,3.12,2.28
aarch64,45359,3.11,2.31
x86_64,42543,3.10,2.27
aarch64,38600,3.12,2.35
aarch64,37339,3.11,2.39
x86_64,35236,3.12,2.41
aarch64,34753,3.12,2.34
x86_64,32323,3.13,2.34
aarch64,29119,3.8,2.31
x86_64,27689,3.10,2.41
x86_64,22912,3.10,2.17
x86_64,22371,3.12,2.38
aarch64,19187,3.10,2.31
x86_64,16282,3.11,2.38
x86_64,15462,3.13,2.28
x86_64,14117,3.13,2.40
aarch64,13327,3.13,2.39
aarch64,11879,3.9,2.26
x86_64,11564,3.9,2.41
aarch64,9576,3.13,2.34
aarch64,8862,3.10,2.26
x86_64,8856,3.12,2.26
x86_64,8065,3.8,2.17
x86_64,7922,3.8,2.34
x86_64,7732,3.10,2.40
x86_64,7478,3.11,2.17
aarch64,7349,3.11,2.28
aarch64,7341,3.8,2.26
aarch64,6618,3.13,2.41
aarch64,5469,3.10,2.39
aarch64,5334,3.13,2.35
aarch64,5032,3.9,2.39
aarch64,4672,3.9,2.28
x86_64,4563,3.11,2.27
aarch64,4548,3.13,2.31
aarch64,4547,3.8,2.28
aarch64,4328,3.11,2.41
x86_64,4002,3.10,2.37
x86_64,3948,3.10,2.38
x86_64,3765,3.9,2.37
aarch64,3741,3.12,2.41
x86_64,3231,3.12,2.17
x86_64,3042,3.11,2.37
aarch64,2819,3.11,2.38
aarch64,2755,3.10,2.28
aarch64,2550,3.12,2.28
x86_64,2486,3.12,2.27
x86_64,2457,3.9,2.40
x86_64,2229,3.8,2.23
aarch64,1947,3.8,2.36
aarch64,1942,3.12,2.40
aarch64,1935,3.11,2.26
x86_64,1822,3.9,2.33
x86_64,1820,3.9,2.32
x86_64,1808,3.9,2.24
aarch64,1354,3.12,2.38
x86_64,1285,3.8,2.41
x86_64,1204,3.8,2.32
x86_64,1187,3.13,2.17
x86_64,1176,3.8,2.24
aarch64,1110,3.10,2.38
aarch64,978,3.9,2.41
x86_64,865,3.9,2.38
x86_64,841,3.9,2.23
aarch64,815,3.9,2.17
x86_64,742,3.13,2.38
aarch64,602,3.13,2.28
x86_64,599,3.10,2.33
aarch64,544,3.8,2.35
aarch64,543,3.13,2.40
x86_64,539,3.10,2.23
aarch64,506,3.10,2.41
aarch64,501,3.11,2.17
x86_64,496,3.8,2.40
aarch64,487,3.12,2.17
aarch64,462,3.10,2.40
aarch64,461,3.10,2.17
x86_64,408,3.12,2.32
aarch64,406,3.13,2.17
x86_64,394,3.10,2.32
aarch64,375,3.8,2.39
x86_64,367,3.14,2.39
armv7l,347,3.9,2.31
x86_64,329,3.9,2.22
ppc64le,322,3.12,2.34
x86_64,320,3.12,2.37
aarch64,306,3.11,2.37
aarch64,292,3.11,2.40
x86_64,254,3.11,2.32
s390x,252,3.12,2.34
x86_64,241,3.13,2.27
x86_64,220,3.14,2.36
x86_64,199,3.9,2.19
x86_64,196,3.11,2.23
s390x,193,3.12,2.39
aarch64,181,3.8,2.27
ppc64le,168,3.12,2.39
x86_64,162,3.11,2.19
x86_64,156,3.8,2.38
x86_64,152,3.13,2.26
aarch64,145,3.8,2.34
x86_64,143,3.14,2.35
x86_64,142,3.8,2.37
x86_64,139,3.11,2.24
aarch64,135,3.11,2.23
aarch64,131,3.12,2.26
aarch64,108,3.9,2.27
x86_64,103,3.8,2.22
aarch64,100,3.9,2.33
aarch64,94,3.12,2.27
s390x,90,3.13,2.41
ppc64le,90,3.13,2.41
armv7l,80,3.11,2.36
x86_64,79,3.10,2.19
aarch64,79,3.10,2.27
s390x,76,3.12,2.28
x86_64,76,3.12,2.23
ppc64le,75,3.11,2.34
x86_64,70,3.13,2.24
x86_64,56,3.12,2.22
x86_64,54,3.11,2.33
x86_64,54,3.12,2.24
x86_64,53,3.11,2.22
x86_64,51,3.12,2.19
