cpu,num_downloads,python_version,glibc_version
x86_64,4175860,3.10,2.35
x86_64,3874659,3.9,2.27
x86_64,3626845,3.11,2.35
x86_64,2441534,3.12,2.39
x86_64,2217589,3.11,2.36
x86_64,2143447,3.11,2.34
x86_64,1630306,3.11,2.39
x86_64,1317050,3.9,2.31
x86_64,1156816,3.10,2.39
x86_64,1109278,3.10,2.36
x86_64,1029731,3.10,2.31
x86_64,926292,3.9,2.39
aarch64,904265,3.10,2.35
x86_64,867869,3.9,2.35
x86_64,867444,3.12,2.36
x86_64,791995,3.10,2.26
x86_64,787095,3.8,2.31
x86_64,758026,3.9,2.34
aarch64,649554,3.9,2.34
x86_64,573918,3.12,2.35
x86_64,514039,3.9,2.36
x86_64,450031,3.11,2.31
x86_64,377160,3.12,2.31
x86_64,375491,3.13,2.39
x86_64,358153,3.9,2.26
x86_64,347438,3.13,2.36
x86_64,287211,3.12,2.34
aarch64,275285,3.9,2.35
aarch64,274725,3.11,2.36
aarch64,269296,3.9,2.36
aarch64,255102,3.11,2.35
aarch64,231774,3.10,2.34
x86_64,231122,3.13,2.31
x86_64,207995,3.9,2.28
x86_64,159643,3.11,2.28
aarch64,131110,3.10,2.36
aarch64,128751,3.12,2.36
x86_64,127853,3.8,2.26
aarch64,112527,3.9,2.31
aarch64,110838,3.12,2.39
x86_64,103100,3.8,2.39
x86_64,92679,3.13,2.41
x86_64,88259,3.10,2.28
x86_64,83833,3.13,2.35
x86_64,81875,3.8,2.28
x86_64,81225,3.8,2.36
x86_64,67735,3.12,2.40
x86_64,56034,3.11,2.41
x86_64,55914,3.9,2.17
x86_64,49968,3.8,2.35
x86_64,49620,3.10,2.17
x86_64,46512,3.10,2.34
aarch64,45645,3.11,2.34
x86_64,44851,3.11,2.26
x86_64,43694,3.8,2.27
x86_64,36372,3.11,2.40
x86_64,35488,3.13,2.34
x86_64,30698,3.12,2.28
aarch64,27427,3.13,2.36
x86_64,22130,3.12,2.41
aarch64,19770,3.11,2.39
aarch64,19113,3.11,2.31
aarch64,16681,3.8,2.31
x86_64,13907,3.10,2.41
aarch64,12635,3.10,2.31
x86_64,10357,3.12,2.38
aarch64,8865,3.12,2.35
aarch64,8801,3.9,2.26
aarch64,8655,3.12,2.34
x86_64,7719,3.13,2.40
x86_64,7712,3.10,2.27
x86_64,7640,3.13,2.28
x86_64,7291,3.9,2.41
aarch64,7088,3.12,2.31
aarch64,6955,3.8,2.26
aarch64,6791,3.13,2.39
aarch64,6728,3.10,2.26
aarch64,5722,3.13,2.41
x86_64,5083,3.8,2.17
aarch64,5016,3.13,2.34
aarch64,4429,3.11,2.41
x86_64,4394,3.11,2.17
x86_64,4252,3.10,2.40
x86_64,3721,3.11,2.38
aarch64,3435,3.9,2.39
aarch64,3352,3.11,2.28
aarch64,3011,3.12,2.41
x86_64,2817,3.9,2.37
aarch64,2592,3.9,2.28
aarch64,2449,3.13,2.35
aarch64,2404,3.10,2.28
x86_64,2184,3.12,2.26
aarch64,2166,3.13,2.31
aarch64,2077,3.10,2.39
x86_64,2061,3.12,2.17
x86_64,1941,3.11,2.27
x86_64,1857,3.8,2.34
x86_64,1761,3.11,2.19
x86_64,1603,3.12,2.27
x86_64,1510,3.11,2.37
aarch64,1296,3.12,2.28
x86_64,1234,3.9,2.40
x86_64,1202,3.10,2.33
x86_64,1150,3.9,2.33
x86_64,1132,3.8,2.23
x86_64,1049,3.8,2.24
x86_64,971,3.13,2.26
aarch64,931,3.13,2.28
x86_64,916,3.9,2.22
aarch64,812,3.8,2.28
x86_64,722,3.10,2.38
aarch64,656,3.12,2.40
aarch64,640,3.8,2.36
aarch64,607,3.11,2.38
x86_64,554,3.8,2.41
x86_64,488,3.9,2.38
x86_64,474,3.10,2.37
aarch64,458,3.8,2.35
x86_64,391,3.9,2.24
x86_64,376,3.10,2.32
aarch64,369,3.11,2.26
aarch64,332,3.10,2.41
x86_64,331,3.14,2.39
x86_64,297,3.13,2.17
armv7l,287,3.9,2.31
x86_64,277,3.9,2.23
aarch64,268,3.12,2.38
aarch64,258,3.13,2.40
aarch64,230,3.12,2.26
aarch64,197,3.9,2.41
aarch64,191,3.10,2.38
x86_64,189,3.12,2.37
aarch64,170,3.10,2.40
x86_64,163,3.10,2.23
x86_64,163,3.14,2.36
ppc64le,154,3.12,2.34
s390x,154,3.12,2.34
x86_64,145,3.13,2.38
x86_64,136,3.13,2.27
x86_64,126,3.9,2.32
x86_64,122,3.14,2.41
aarch64,120,3.9,2.17
aarch64,119,3.11,2.32
x86_64,116,3.11,2.32
aarch64,112,3.8,2.27
aarch64,107,3.11,2.17
aarch64,107,3.9,2.27
x86_64,105,3.8,2.40
s390x,104,3.12,2.39
aarch64,103,3.10,2.32
s390x,102,3.11,2.28
ppc64le,102,3.11,2.28
x86_64,100,3.9,2.19
ppc64le,98,3.12,2.39
x86_64,96,3.12,2.24
aarch64,95,3.11,2.40
aarch64,92,3.11,2.37
aarch64,90,3.12,2.17
x86_64,89,3.14,2.35
armv7l,83,3.11,2.36
s390x,82,3.13,2.41
ppc64le,82,3.13,2.41
x86_64,79,3.8,2.37
x86_64,66,3.8,2.32
s390x,58,3.12,2.28
aarch64,58,3.10,2.17
aarch64,56,3.14,2.36
s390x,54,3.11,2.34
x86_64,53,3.8,2.22
x86_64,48,3.11,2.33
aarch64,46,3.12,2.41-1
x86_64,45,3.8,2.38
aarch64,45,3.14,2.39
ppc64le,44,3.11,2.34
x86_64,43,3.10,2.22
aarch64,34,3.8,2.39
x86_64,33,3.13,2.23
x86_64,33,3.10,2.18
x86_64,32,3.8,2.33
x86_64,32,3.9,2.18
x86_64,29,3.12,2.32
x86_64,24,3.11,2.23
ppc64le,24,3.12,2.28
s390x,22,3.13,2.40
aarch64,22,3.13,2.27
ppc64le,22,3.13,2.40
aarch64,20,3.10,2.27
s390x,18,3.9,2.28
x86_64,18,3.14,2.31
aarch64,17,3.8,2.34
aarch64,16,3.11,2.27
x86_64,16,3.9,2.29
aarch64,12,3.11,2.23
ppc64le,12,3.11,2.17
x86_64,12,3.12,2.33
x86_64,12,3.11,2.22
aarch64,12,3.13,2.17
armv7l,12,3.12,2.39
aarch64,10,3.12,2.27
ppc64le,9,3.9,2.34
x86_64,9,3.13,2.37
aarch64,8,3.13,2.38
aarch64,8,3.15,2.35
x86_64,8,3.10,2.24
x86_64,8,3.12,2.22
armv7l,8,3.10,2.35
armv7l,8,3.13,2.28
x86_64,8,3.10,2.19
s390x,7,3.9,2.34
x86_64,6,3.15,2.39
x86_64,6,3.14,2.40
armv7l,6,3.10,2.31
x86_64,5,3.10,2.30
aarch64,4,3.12,2.29
aarch64,4,3.12,2.30
x86_64,4,3.13,2.32
ppc64le,4,3.10,2.28
x86_64,4,3.11,2.24
x86_64,4,3.11,2.21
armv7l,4,3.13,2.31
i686,4,3.11,2.36
armv7l,4,3.11,2.31
armv7l,4,3.12,2.31
x86_64,3,3.14,2.34
x86_64,3,3.8,2.19
aarch64,3,3.8,2.41
i686,2,3.9,2.12
x86_64,2,3.12,2.21
aarch64,2,3.8,2.17
x86_64,2,3.10,2.29
x86_64,2,3.12,2.23
i686,2,3.13,2.41
aarch64,2,3.9,2.38
armv8l,2,3.10,2.35
x86_64,2,3.11,2.29
aarch64,2,3.10,2.23
i686,2,3.8,2.5
armv7l,2,3.10,2.39
x86_64,2,3.12,2.19
armv8l,2,3.12,2.31
x86_64,2,3.12,2.18
armv7l,2,3.13,2.36
s390x,2,3.11,2.36
armv7l,2,3.12,2.36
s390x,2,3.10,2.40
aarch64,2,3.14,2.31
x86_64,2,3.8,2.5
armv8l,2,3.8,2.31
x86_64,2,3.9,2.30
s390x,2,3.10,2.38
x86_64,2,3.9,2.12
aarch64,2,3.8,2.24
s390x,1,3.10,2.39
armv7l,1,3.10,2.36
armv7l,1,3.9,2.36
s390x,1,3.13,2.39
aarch64,1,3.8,2.19
x86_64,1,3.15,2.41
aarch64,1,3.13,2.26
s390x,1,3.11,2.39
