cpu,num_downloads,python_version,glibc_version
x86_64,4033573,3.10,2.35
x86_64,3912041,3.9,2.27
x86_64,3856999,3.11,2.35
x86_64,2594319,3.11,2.34
x86_64,2325085,3.12,2.39
aarch64,2284484,3.10,2.35
x86_64,2278490,3.11,2.36
x86_64,1867475,3.11,2.39
x86_64,1384148,3.10,2.39
x86_64,1373379,3.9,2.39
x86_64,1218830,3.9,2.31
x86_64,1139487,3.10,2.31
x86_64,1052930,3.10,2.36
x86_64,1019516,3.12,2.36
x86_64,969959,3.9,2.35
x86_64,853536,3.12,2.35
x86_64,818334,3.8,2.31
aarch64,795319,3.9,2.34
x86_64,775010,3.10,2.26
x86_64,629197,3.9,2.36
x86_64,525637,3.9,2.34
x86_64,500726,3.12,2.31
x86_64,493013,3.11,2.31
x86_64,438145,3.13,2.39
x86_64,387290,3.8,2.39
x86_64,366001,3.9,2.26
x86_64,343741,3.13,2.36
aarch64,310903,3.9,2.35
aarch64,308074,3.9,2.36
x86_64,287390,3.12,2.34
aarch64,279902,3.11,2.36
aarch64,270833,3.11,2.35
x86_64,232826,3.13,2.31
x86_64,207060,3.9,2.28
aarch64,137621,3.12,2.39
x86_64,133922,3.8,2.26
aarch64,114689,3.12,2.36
aarch64,103106,3.10,2.36
aarch64,99826,3.9,2.31
x86_64,91333,3.13,2.35
x86_64,90548,3.10,2.28
x86_64,87455,3.8,2.28
x86_64,83981,3.8,2.36
x86_64,83623,3.11,2.28
x86_64,72993,3.12,2.40
x86_64,67159,3.13,2.41
x86_64,67151,3.11,2.26
x86_64,53837,3.9,2.17
x86_64,51629,3.11,2.41
x86_64,51300,3.11,2.40
x86_64,50391,3.8,2.35
x86_64,49156,3.10,2.34
aarch64,42657,3.11,2.34
x86_64,35925,3.8,2.27
x86_64,35606,3.12,2.28
aarch64,28411,3.13,2.36
aarch64,23649,3.11,2.31
x86_64,19021,3.12,2.41
aarch64,17689,3.10,2.34
x86_64,16258,3.13,2.34
aarch64,15923,3.8,2.31
aarch64,14501,3.11,2.39
x86_64,13143,3.10,2.17
x86_64,12898,3.10,2.41
x86_64,11008,3.10,2.27
x86_64,9183,3.12,2.38
aarch64,8865,3.10,2.31
aarch64,8614,3.12,2.35
aarch64,8005,3.9,2.26
x86_64,7758,3.13,2.40
aarch64,7206,3.12,2.34
aarch64,7124,3.8,2.26
x86_64,6636,3.11,2.38
aarch64,6376,3.13,2.39
aarch64,5867,3.10,2.26
aarch64,5663,3.13,2.34
x86_64,5616,3.8,2.17
aarch64,5112,3.12,2.31
x86_64,4478,3.10,2.40
aarch64,4380,3.13,2.41
x86_64,4264,3.13,2.28
x86_64,3627,3.9,2.41
aarch64,3335,3.12,2.41
aarch64,3183,3.9,2.39
aarch64,3075,3.11,2.28
aarch64,3006,3.11,2.41
x86_64,2930,3.9,2.37
x86_64,2703,3.9,2.40
x86_64,2656,3.8,2.34
aarch64,2524,3.13,2.35
aarch64,2421,3.9,2.28
x86_64,2378,3.11,2.17
x86_64,2370,3.12,2.26
aarch64,1980,3.8,2.36
aarch64,1968,3.13,2.31
x86_64,1886,3.11,2.27
x86_64,1853,3.8,2.23
x86_64,1664,3.9,2.33
x86_64,1367,3.12,2.17
aarch64,1303,3.10,2.28
aarch64,1281,3.10,2.39
x86_64,1276,3.10,2.37
x86_64,1171,3.11,2.37
aarch64,1105,3.12,2.28
x86_64,1101,3.8,2.24
x86_64,1072,3.11,2.19
aarch64,1032,3.11,2.38
x86_64,1008,3.12,2.27
aarch64,793,3.13,2.28
x86_64,776,3.10,2.38
aarch64,687,3.12,2.40
x86_64,580,3.8,2.32
x86_64,550,3.8,2.41
aarch64,522,3.11,2.26
x86_64,505,3.13,2.17
x86_64,474,3.14,2.39
x86_64,452,3.9,2.38
x86_64,418,3.9,2.22
aarch64,386,3.8,2.35
aarch64,362,3.8,2.28
armv7l,263,3.9,2.31
aarch64,247,3.13,2.40
aarch64,240,3.12,2.26
x86_64,235,3.9,2.23
x86_64,228,3.9,2.24
x86_64,205,3.10,2.33
x86_64,205,3.12,2.37
aarch64,192,3.10,2.40
x86_64,180,3.9,2.32
x86_64,179,3.13,2.38
aarch64,148,3.9,2.17
x86_64,142,3.13,2.27
x86_64,137,3.8,2.37
x86_64,120,3.9,2.19
aarch64,115,3.12,2.17
x86_64,110,3.8,2.40
x86_64,94,3.10,2.32
x86_64,88,3.14,2.35
aarch64,87,3.10,2.41
x86_64,85,3.8,2.33
aarch64,85,3.11,2.17
x86_64,82,3.11,2.32
aarch64,78,3.12,2.38
aarch64,76,3.9,2.27
aarch64,75,3.8,2.27
aarch64,74,3.11,2.40
x86_64,69,3.10,2.23
x86_64,68,3.11,2.23
aarch64,66,3.10,2.17
armv7l,61,3.11,2.36
x86_64,60,3.10,2.24
aarch64,58,3.9,2.41
aarch64,52,3.8,2.39
x86_64,49,3.13,2.26
s390x,46,3.12,2.28
x86_64,46,3.14,2.36
x86_64,45,3.8,2.22
aarch64,42,3.13,2.17
x86_64,42,3.10,2.18
s390x,40,3.12,2.39
x86_64,38,3.12,2.32
ppc64le,28,3.12,2.39
