cpu,num_downloads,python_version,glibc_version
x86_64,6606595,3.10,2.35
x86_64,5985838,3.11,2.35
x86_64,4942449,3.12,2.39
x86_64,4656570,3.9,2.27
x86_64,3793745,3.11,2.36
x86_64,3028427,3.11,2.39
x86_64,2735269,3.11,2.34
aarch64,2501969,3.10,2.35
x86_64,2374029,3.12,2.36
x86_64,2166277,3.10,2.39
x86_64,1875824,3.10,2.36
x86_64,1835684,3.9,2.31
x86_64,1694860,3.10,2.31
x86_64,1492899,3.9,2.39
x86_64,1417992,3.12,2.35
x86_64,1354520,3.9,2.35
x86_64,1299895,3.8,2.31
x86_64,1100751,3.12,2.31
x86_64,1016769,3.9,2.36
x86_64,975272,3.11,2.31
x86_64,967983,3.10,2.26
x86_64,928632,3.13,2.39
x86_64,796291,3.9,2.34
aarch64,777779,3.9,2.34
x86_64,691375,3.13,2.36
aarch64,644979,3.11,2.36
x86_64,451961,3.12,2.34
x86_64,448431,3.9,2.26
x86_64,384245,3.13,2.35
aarch64,379596,3.11,2.35
x86_64,370390,3.8,2.39
x86_64,351435,3.9,2.28
aarch64,348243,3.10,2.34
x86_64,333991,3.10,2.28
aarch64,321636,3.9,2.35
aarch64,318038,3.9,2.36
x86_64,304247,3.13,2.31
x86_64,283535,3.8,2.26
x86_64,262346,3.11,2.28
aarch64,247911,3.12,2.39
aarch64,230603,3.12,2.36
aarch64,207578,3.9,2.31
x86_64,185535,3.8,2.36
aarch64,184142,3.10,2.36
x86_64,154351,3.8,2.28
x86_64,138709,3.11,2.41
x86_64,121554,3.8,2.35
x86_64,119865,3.13,2.41
x86_64,112422,3.12,2.40
x86_64,101544,3.11,2.26
x86_64,100422,3.10,2.34
aarch64,72675,3.11,2.34
x86_64,71677,3.11,2.40
x86_64,71505,3.8,2.27
aarch64,70854,3.13,2.36
x86_64,69817,3.12,2.28
x86_64,53297,3.9,2.17
x86_64,45593,3.12,2.41
aarch64,45486,3.12,2.35
x86_64,44863,3.13,2.34
aarch64,42934,3.11,2.31
aarch64,41453,3.12,2.34
x86_64,37859,3.10,2.17
aarch64,36195,3.11,2.39
aarch64,31325,3.8,2.31
aarch64,28700,3.12,2.31
x86_64,26830,3.10,2.27
aarch64,25291,3.10,2.31
x86_64,24807,3.12,2.38
x86_64,22818,3.10,2.41
aarch64,18686,3.13,2.34
x86_64,17596,3.13,2.40
x86_64,17240,3.13,2.28
x86_64,16812,3.11,2.38
aarch64,13689,3.13,2.39
aarch64,12401,3.10,2.26
aarch64,12053,3.9,2.26
x86_64,10209,3.10,2.40
x86_64,9993,3.11,2.19
aarch64,9388,3.11,2.28
x86_64,8693,3.9,2.41
x86_64,7795,3.8,2.34
aarch64,7369,3.13,2.41
x86_64,7155,3.8,2.17
x86_64,7058,3.11,2.17
aarch64,6762,3.8,2.26
aarch64,6586,3.9,2.28
aarch64,5793,3.11,2.41
x86_64,5369,3.12,2.26
x86_64,5365,3.12,2.27
aarch64,5323,3.13,2.31
aarch64,5206,3.12,2.41
x86_64,5186,3.12,2.17
x86_64,5111,3.10,2.37
aarch64,4935,3.9,2.39
aarch64,4821,3.13,2.35
x86_64,4574,3.10,2.38
x86_64,4470,3.9,2.37
x86_64,4355,3.11,2.27
aarch64,4353,3.10,2.39
aarch64,3792,3.8,2.28
aarch64,3432,3.10,2.28
x86_64,3346,3.11,2.37
aarch64,3184,3.12,2.28
aarch64,2866,3.11,2.38
x86_64,2766,3.8,2.23
x86_64,2667,3.9,2.40
aarch64,2191,3.11,2.26
aarch64,1994,3.8,2.36
aarch64,1877,3.12,2.38
aarch64,1756,3.12,2.40
x86_64,1647,3.13,2.17
x86_64,1600,3.9,2.24
aarch64,1440,3.13,2.28
aarch64,1431,3.10,2.38
x86_64,1281,3.10,2.32
x86_64,1117,3.10,2.33
aarch64,1107,3.8,2.35
x86_64,1102,3.8,2.32
x86_64,998,3.9,2.23
x86_64,926,3.8,2.24
x86_64,879,3.9,2.33
x86_64,860,3.9,2.38
x86_64,857,3.9,2.32
x86_64,837,3.13,2.38
x86_64,713,3.8,2.41
aarch64,679,3.9,2.17
x86_64,658,3.13,2.27
aarch64,588,3.10,2.41
x86_64,559,3.10,2.23
x86_64,553,3.11,2.22
aarch64,524,3.11,2.17
aarch64,504,3.12,2.17
x86_64,487,3.14,2.39
aarch64,481,3.13,2.40
x86_64,454,3.12,2.37
aarch64,447,3.11,2.37
aarch64,431,3.10,2.17
x86_64,421,3.8,2.40
aarch64,396,3.12,2.26
aarch64,387,3.10,2.40
s390x,385,3.12,2.39
ppc64le,362,3.12,2.39
x86_64,352,3.12,2.32
aarch64,345,3.13,2.17
x86_64,336,3.9,2.22
armv7l,324,3.9,2.31
aarch64,318,3.8,2.27
x86_64,284,3.11,2.32
x86_64,256,3.9,2.19
aarch64,221,3.8,2.39
x86_64,221,3.11,2.23
aarch64,218,3.9,2.41
aarch64,209,3.11,2.40
x86_64,191,3.8,2.33
x86_64,183,3.10,2.24
x86_64,183,3.11,2.24
x86_64,180,3.13,2.26
x86_64,178,3.14,2.36
x86_64,177,3.12,2.30
x86_64,176,3.12,2.22
aarch64,169,3.10,2.27
x86_64,161,3.8,2.38
x86_64,149,3.8,2.22
x86_64,144,3.8,2.37
x86_64,134,3.14,2.41
armv7l,116,3.11,2.36
aarch64,106,3.9,2.27
ppc64le,101,3.12,2.34
x86_64,93,3.10,2.19
s390x,90,3.12,2.28
s390x,89,3.12,2.34
x86_64,86,3.11,2.33
x86_64,85,3.14,2.35
aarch64,68,3.11,2.23
x86_64,63,3.13,2.37
s390x,61,3.10,2.35
ppc64le,55,3.11,2.34
s390x,54,3.13,2.41
ppc64le,54,3.13,2.41
aarch64,52,3.13,2.26
x86_64,51,3.14,2.31
aarch64,48,3.14,2.36
x86_64,45,3.8,2.20-2014
aarch64,41,3.13,2.38
x86_64,41,3.15,2.35
aarch64,40,3.12,2.27
s390x,38,3.11,2.34
x86_64,36,3.10,2.22
x86_64,32,3.14,2.17
x86_64,31,3.10,2.30
aarch64,30,3.14,2.39
aarch64,28,3.8,2.34
aarch64,28,3.14,2.17
armv7l,28,3.10,2.35
ppc64le,25,3.9,2.34
x86_64,24,3.8,2.21
x86_64,24,3.12,2.23
s390x,22,3.11,2.28
x86_64,20,3.11,2.29
armv7l,20,3.11,2.31
aarch64,20,3.10,2.32
ppc64le,20,3.11,2.28
armv7l,19,3.10,2.31
armv7l,19,3.13,2.31
ppc64le,18,3.13,2.36
x86_64,18,3.9,2.18
x86_64,17,3.13,2.24
armv7l,16,3.12,2.31
s390x,16,3.13,2.36
x86_64,15,3.13,2.33
aarch64,15,3.9,2.33
x86_64,14,3.14,2.40
x86_64,13,3.14,2.28
x86_64,13,3.8,2.29
aarch64,12,3.12,2.37
ppc64le,12,3.11,2.17
aarch64,12,3.12,2.41-1
aarch64,12,3.9,2.38
ppc64le,12,3.10,2.34
ppc64le,10,3.12,2.28
aarch64,10,3.8,2.17
x86_64,10,3.12,2.33
s390x,10,3.9,2.34
aarch64,10,3.13,2.27
armv7l,10,3.13,2.28
