cpu,num_downloads,python_version,pip_version,glibc_version
x86_64,2224243,3.7,20.1,2.28
x86_64,1869599,3.8,20.0,2.27
x86_64,979137,3.7,19.0,2.23
x86_64,916914,3.7,20.0,2.24
x86_64,900110,3.7,20.0,2.27
x86_64,738346,3.7,20.2,2.28
x86_64,646355,3.8,20.1,2.27
x86_64,508872,3.6,9.0,2.17
x86_64,506596,3.6,20.2,2.27
x86_64,382020,3.7,9.0,2.26
x86_64,373561,3.8,20.2,2.28
x86_64,367557,3.6,20.2,2.28
x86_64,332661,3.6,20.2,2.17
x86_64,331589,3.7,20.2,2.27
x86_64,309251,3.8,20.2,2.27
x86_64,240464,3.7,18.1,2.28
x86_64,233711,3.7,20.1,2.23
x86_64,213200,2.7,9.0,2.17
x86_64,205204,3.7,20.2,2.26
x86_64,188891,3.6,9.0,2.27
x86_64,173405,3.6,20.2,2.23
x86_64,165815,3.7,20.2,2.23
x86_64,165305,3.6,20.0,2.28
x86_64,154310,3.7,19.2,2.23
x86_64,148358,3.8,20.0,2.31
x86_64,139337,3.6,20.1,2.28
x86_64,125190,3.6,20.2,2.24
x86_64,119840,3.7,20.0,2.28
x86_64,116157,3.7,20.1,2.24
x86_64,115987,3.7,20.2,2.24
x86_64,114769,3.8,20.0,2.28
x86_64,113034,3.6,19.3,2.27
x86_64,108544,3.5,19.3,2.27
x86_64,94615,3.6,20.1,2.24
x86_64,93878,3.7,20.1,2.27
x86_64,88216,3.7,19.1,2.24
x86_64,87852,3.8,20.1,2.28
x86_64,85862,2.7,19.1,2.23
x86_64,82288,3.5,19.3,2.23
x86_64,82189,2.7,20.2,2.23
x86_64,79523,2.7,20.2,2.17
x86_64,76388,3.5,19.1,2.23
x86_64,69531,3.7,9.0,2.27
x86_64,68883,3.6,20.1,2.27
x86_64,68814,3.8,20.2,2.31
x86_64,68801,2.7,20.2,2.27
x86_64,67752,3.7,19.2,2.24
x86_64,66518,3.5,20.2,2.23
x86_64,61513,3.6,19.2,2.27
x86_64,60638,2.7,9.0,2.27
x86_64,59914,3.7,19.3,2.28
x86_64,52653,3.6,20.0,2.24
x86_64,52228,3.6,18.1,2.23
x86_64,50119,3.6,20.0,2.27
x86_64,46481,3.6,20.1,2.23
x86_64,46343,2.7,20.0,2.28
x86_64,45735,2.7,19.3,2.24
x86_64,43049,3.6,10.0,2.23
x86_64,40981,3.5,20.1,2.24
x86_64,39382,3.7,18.1,2.27
x86_64,38846,2.7,20.1,2.23
x86_64,38184,3.6,19.1,2.27
x86_64,36967,3.6,19.3,2.24
x86_64,36544,3.8,20.2,2.23
x86_64,35565,3.7,19.3,2.24
x86_64,35272,2.7,20.1,2.19
x86_64,35092,3.7,20.2,2.17
x86_64,34634,3.5,18.1,2.23
x86_64,34307,3.6,20.2,2.12
x86_64,34215,3.6,18.1,2.27
x86_64,33363,3.5,9.0,2.19
x86_64,32588,3.6,19.3,2.17
x86_64,29865,3.7,19.3,2.27
x86_64,29654,3.6,20.1,2.17
x86_64,28419,3.6,19.1,2.24
x86_64,27943,2.7,20.1,2.27
x86_64,27758,3.5,8.1,2.9
x86_64,27693,3.6,20.0,2.17
x86_64,27614,3.7,20.0,2.23
x86_64,27497,2.7,9.0,2.19
x86_64,26838,3.7,19.3,2.30
x86_64,26101,3.6,9.0,2.19
x86_64,25390,3.8,18.1,2.27
x86_64,24565,2.7,8.1,2.7
x86_64,24180,2.7,9.0,2.24
x86_64,24022,2.7,20.0,2.24
x86_64,23753,2.7,20.2,2.24
x86_64,23737,3.6,18.1,2.24
x86_64,23523,2.7,19.3,2.23
x86_64,23035,3.5,20.2,2.12
x86_64,22655,3.7,19.2,2.28
x86_64,22091,2.7,18.1,2.23
x86_64,22041,3.6,18.1,2.17
x86_64,21989,3.7,19.0,2.17
x86_64,21960,2.7,9.0,2.23
x86_64,21650,3.5,20.2,2.24
x86_64,21543,3.6,20.2,2.19
x86_64,21475,2.7,20.2,2.19
x86_64,21425,3.6,19.3,2.28
x86_64,20578,2.7,18.1,2.28
x86_64,20405,2.7,20.1,2.24
x86_64,20296,3.5,20.2,2.17
x86_64,19725,3.6,19.2,2.24
x86_64,19506,3.7,18.1,2.24
x86_64,19248,3.7,19.1,2.23
x86_64,19001,3.7,19.0,2.24
x86_64,18723,2.7,20.2,2.28
x86_64,18600,3.7,20.1,2.17
x86_64,17909,3.5,20.0,2.23
x86_64,17909,3.7,19.3,2.23
x86_64,17058,3.6,19.3,2.23
