cpu,num_downloads,python_version,glibc_version
x86_64,5096532,3.9,2.27
x86_64,4238836,3.10,2.35
x86_64,3815541,3.11,2.35
aarch64,2288720,3.10,2.35
x86_64,2260908,3.11,2.34
x86_64,1767140,3.11,2.36
x86_64,1696396,3.12,2.39
x86_64,1380479,3.9,2.31
x86_64,1179602,3.10,2.31
x86_64,1145735,3.10,2.36
x86_64,1069408,3.11,2.39
x86_64,964213,3.10,2.26
aarch64,896303,3.9,2.34
x86_64,886323,3.8,2.31
x86_64,828619,3.12,2.36
x86_64,817159,3.10,2.39
x86_64,816798,3.9,2.35
x86_64,745793,3.9,2.36
x86_64,573092,3.9,2.34
x86_64,424119,3.12,2.31
x86_64,409404,3.9,2.39
x86_64,409213,3.11,2.31
x86_64,402518,3.12,2.35
x86_64,386553,3.9,2.26
x86_64,288164,3.13,2.39
aarch64,263931,3.11,2.35
aarch64,261576,3.9,2.35
x86_64,250969,3.13,2.36
aarch64,232153,3.9,2.36
x86_64,226885,3.9,2.28
x86_64,225679,3.12,2.34
aarch64,163995,3.11,2.36
x86_64,162598,3.10,2.28
x86_64,137036,3.13,2.31
x86_64,133349,3.8,2.26
aarch64,112889,3.10,2.36
x86_64,108234,3.11,2.28
aarch64,103257,3.9,2.31
aarch64,100757,3.12,2.39
x86_64,99993,3.8,2.28
aarch64,83611,3.12,2.36
aarch64,79230,3.10,2.34
x86_64,77303,3.13,2.35
x86_64,76905,3.8,2.39
x86_64,74321,3.8,2.36
aarch64,69117,3.11,2.39
x86_64,63544,3.12,2.40
x86_64,57790,3.13,2.41
x86_64,52816,3.11,2.26
x86_64,48138,3.10,2.34
x86_64,47005,3.9,2.17
x86_64,44722,3.8,2.35
x86_64,39764,3.11,2.41
x86_64,38399,3.8,2.27
aarch64,37436,3.11,2.34
x86_64,26911,3.11,2.40
aarch64,24794,3.11,2.31
aarch64,21616,3.13,2.36
x86_64,21431,3.12,2.28
x86_64,20594,3.12,2.41
x86_64,17269,3.10,2.17
x86_64,17175,3.10,2.27
aarch64,16038,3.8,2.31
x86_64,14114,3.13,2.34
x86_64,13318,3.12,2.38
x86_64,11105,3.10,2.41
aarch64,10941,3.12,2.35
aarch64,10833,3.12,2.31
aarch64,9050,3.9,2.26
x86_64,8858,3.13,2.40
aarch64,7648,3.10,2.31
aarch64,6633,3.8,2.26
aarch64,6365,3.10,2.26
aarch64,6326,3.12,2.34
x86_64,5403,3.8,2.17
x86_64,5206,3.10,2.40
x86_64,5160,3.11,2.38
x86_64,5151,3.9,2.41
aarch64,4991,3.13,2.39
x86_64,4554,3.13,2.28
aarch64,3438,3.13,2.41
x86_64,3179,3.8,2.34
x86_64,2845,3.11,2.17
x86_64,2837,3.9,2.37
x86_64,2794,3.12,2.26
aarch64,2719,3.11,2.41
aarch64,2717,3.9,2.28
aarch64,2619,3.11,2.28
aarch64,2600,3.9,2.39
aarch64,2467,3.12,2.41
x86_64,2466,3.11,2.27
aarch64,2407,3.13,2.35
aarch64,2073,3.13,2.34
aarch64,1821,3.10,2.28
aarch64,1628,3.10,2.39
x86_64,1499,3.8,2.23
aarch64,1277,3.13,2.31
aarch64,1246,3.8,2.28
x86_64,1222,3.11,2.37
x86_64,1206,3.10,2.37
x86_64,1182,3.12,2.17
x86_64,1133,3.10,2.38
x86_64,1065,3.8,2.24
x86_64,1026,3.9,2.40
x86_64,984,3.8,2.41
x86_64,865,3.9,2.24
aarch64,835,3.11,2.38
aarch64,788,3.12,2.40
aarch64,709,3.11,2.26
x86_64,700,3.12,2.27
aarch64,688,3.12,2.28
aarch64,590,3.8,2.36
aarch64,528,3.12,2.38
aarch64,481,3.9,2.41
x86_64,455,3.9,2.23
aarch64,400,3.10,2.38
x86_64,377,3.13,2.17
armv7l,375,3.9,2.31
