cpu,num_downloads,python_version,glibc_version
x86_64,6315990,3.10,2.35
x86_64,5277248,3.11,2.35
x86_64,3578877,3.12,2.39
aarch64,2883359,3.10,2.35
x86_64,2846239,3.9,2.27
x86_64,2791829,3.11,2.36
x86_64,2569721,3.11,2.34
x86_64,2350929,3.11,2.39
x86_64,2030238,3.12,2.36
x86_64,1919339,3.9,2.31
x86_64,1882985,3.10,2.36
x86_64,1682556,3.10,2.39
x86_64,1631807,3.10,2.31
x86_64,1225559,3.9,2.36
x86_64,1220974,3.8,2.31
x86_64,1083878,3.9,2.35
x86_64,1071473,3.10,2.26
x86_64,1039844,3.12,2.35
x86_64,967513,3.12,2.31
aarch64,907017,3.9,2.34
x86_64,896794,3.9,2.39
x86_64,877395,3.11,2.31
x86_64,676301,3.9,2.34
x86_64,582932,3.13,2.39
x86_64,486129,3.13,2.36
aarch64,453764,3.11,2.36
x86_64,444868,3.9,2.26
x86_64,432493,3.9,2.17
x86_64,352672,3.12,2.34
x86_64,333065,3.9,2.28
aarch64,327222,3.11,2.35
x86_64,313046,3.13,2.35
x86_64,311703,3.11,2.28
x86_64,244583,3.8,2.39
aarch64,220716,3.9,2.35
x86_64,216009,3.10,2.28
x86_64,209465,3.13,2.31
aarch64,194610,3.9,2.36
aarch64,179834,3.10,2.36
x86_64,174170,3.8,2.36
aarch64,171640,3.12,2.36
aarch64,162110,3.10,2.34
aarch64,160686,3.9,2.31
x86_64,158759,3.8,2.26
x86_64,143798,3.8,2.28
x86_64,126406,3.10,2.34
aarch64,124473,3.12,2.39
x86_64,92147,3.8,2.35
x86_64,90410,3.13,2.41
x86_64,74043,3.12,2.40
x86_64,70021,3.11,2.41
x86_64,63173,3.11,2.26
x86_64,58826,3.8,2.27
aarch64,58686,3.12,2.31
x86_64,54059,3.12,2.28
aarch64,52436,3.11,2.34
x86_64,52377,3.10,2.27
aarch64,49946,3.13,2.36
x86_64,47945,3.11,2.40
aarch64,35954,3.12,2.35
aarch64,34786,3.11,2.39
aarch64,33119,3.11,2.31
x86_64,31611,3.12,2.41
aarch64,26875,3.12,2.34
x86_64,26308,3.13,2.34
aarch64,25002,3.8,2.31
x86_64,23349,3.10,2.17
aarch64,20280,3.10,2.31
x86_64,19531,3.12,2.38
x86_64,17337,3.10,2.41
x86_64,15524,3.11,2.38
x86_64,13542,3.13,2.40
aarch64,13315,3.9,2.26
x86_64,11973,3.10,2.40
x86_64,10999,3.13,2.28
aarch64,10234,3.13,2.39
aarch64,9075,3.10,2.26
x86_64,8257,3.8,2.17
x86_64,7841,3.11,2.17
aarch64,7743,3.11,2.28
x86_64,7509,3.9,2.41
aarch64,7109,3.8,2.26
aarch64,6323,3.8,2.34
x86_64,6161,3.12,2.26
aarch64,6085,3.13,2.34
x86_64,6012,3.8,2.34
aarch64,4918,3.13,2.41
aarch64,4791,3.9,2.28
x86_64,4719,3.11,2.27
aarch64,4551,3.9,2.39
x86_64,4041,3.10,2.38
aarch64,4022,3.11,2.41
aarch64,3660,3.10,2.39
aarch64,3508,3.13,2.31
aarch64,3471,3.10,2.28
x86_64,3400,3.12,2.17
x86_64,3351,3.10,2.37
aarch64,3218,3.13,2.35
x86_64,3030,3.12,2.27
x86_64,2927,3.9,2.37
x86_64,2901,3.11,2.37
aarch64,2853,3.12,2.41
x86_64,2430,3.8,2.23
aarch64,2387,3.12,2.28
x86_64,2384,3.10,2.33
aarch64,2381,3.12,2.38
x86_64,2248,3.9,2.40
