cpu,num_downloads,python_version,glibc_version
x86_64,5590702,3.10,2.35
x86_64,5175068,3.11,2.35
aarch64,2977073,3.10,2.35
x86_64,2829598,3.12,2.39
x86_64,2731515,3.11,2.36
x86_64,2355942,3.11,2.34
x86_64,2025578,3.10,2.31
x86_64,1870355,3.11,2.39
x86_64,1713454,3.9,2.27
x86_64,1656225,3.9,2.31
x86_64,1637260,3.12,2.36
x86_64,1626914,3.10,2.36
x86_64,1485013,3.10,2.39
x86_64,1164331,3.8,2.31
x86_64,1080802,3.9,2.36
x86_64,1006998,3.10,2.26
x86_64,945884,3.9,2.35
x86_64,903703,3.12,2.35
aarch64,875186,3.9,2.34
x86_64,873345,3.12,2.31
x86_64,871093,3.9,2.39
x86_64,780986,3.11,2.31
x86_64,568876,3.9,2.34
x86_64,562371,3.13,2.39
x86_64,459423,3.13,2.36
aarch64,453466,3.11,2.36
x86_64,369017,3.9,2.26
aarch64,319017,3.11,2.35
x86_64,318405,3.12,2.34
x86_64,276313,3.9,2.28
x86_64,237920,3.8,2.39
x86_64,232967,3.13,2.35
aarch64,228491,3.9,2.35
aarch64,207812,3.9,2.36
x86_64,204381,3.10,2.28
x86_64,189763,3.13,2.31
aarch64,166073,3.10,2.36
x86_64,155891,3.11,2.28
aarch64,154862,3.12,2.36
x86_64,140329,3.8,2.36
x86_64,140250,3.8,2.28
aarch64,125379,3.12,2.39
aarch64,114718,3.9,2.31
x86_64,108155,3.8,2.26
x86_64,86240,3.12,2.40
x86_64,86031,3.8,2.35
x86_64,83103,3.13,2.41
x86_64,80714,3.11,2.26
x86_64,75716,3.10,2.34
x86_64,63492,3.11,2.41
x86_64,57999,3.8,2.27
aarch64,56061,3.12,2.31
x86_64,52368,3.9,2.17
x86_64,47051,3.11,2.40
aarch64,46666,3.11,2.34
aarch64,42468,3.13,2.36
x86_64,40424,3.12,2.28
aarch64,38213,3.10,2.34
aarch64,31928,3.11,2.31
x86_64,30820,3.10,2.17
x86_64,28508,3.12,2.41
aarch64,22935,3.8,2.31
aarch64,22393,3.11,2.39
aarch64,21832,3.12,2.35
x86_64,21530,3.10,2.41
x86_64,21149,3.13,2.34
aarch64,20540,3.12,2.34
x86_64,19305,3.12,2.38
aarch64,18140,3.10,2.31
x86_64,17744,3.10,2.27
x86_64,16126,3.13,2.40
aarch64,11461,3.13,2.39
aarch64,10837,3.9,2.26
aarch64,9529,3.10,2.26
x86_64,9378,3.10,2.33
x86_64,9235,3.9,2.41
x86_64,8684,3.11,2.38
x86_64,8591,3.10,2.40
x86_64,8306,3.13,2.28
x86_64,8116,3.8,2.17
aarch64,6058,3.8,2.26
x86_64,5808,3.11,2.17
x86_64,5777,3.8,2.34
x86_64,5547,3.9,2.33
x86_64,5244,3.11,2.27
aarch64,5198,3.11,2.28
aarch64,4504,3.13,2.41
x86_64,4191,3.10,2.37
x86_64,4062,3.12,2.26
aarch64,3779,3.11,2.41
aarch64,3686,3.13,2.34
aarch64,3643,3.9,2.39
aarch64,3642,3.9,2.28
aarch64,3568,3.10,2.39
aarch64,3369,3.13,2.35
aarch64,3363,3.13,2.31
aarch64,3303,3.8,2.28
x86_64,3059,3.9,2.40
aarch64,2900,3.10,2.28
x86_64,2833,3.12,2.17
x86_64,2807,3.8,2.23
x86_64,2705,3.9,2.37
x86_64,2465,3.10,2.38
x86_64,2413,3.12,2.27
x86_64,2397,3.11,2.37
aarch64,2284,3.12,2.41
x86_64,2134,3.9,2.24
aarch64,1563,3.8,2.34
aarch64,1416,3.8,2.36
aarch64,1267,3.11,2.26
x86_64,1221,3.8,2.24
aarch64,1190,3.11,2.38
aarch64,1054,3.12,2.40
x86_64,1016,3.9,2.38
x86_64,979,3.13,2.17
x86_64,909,3.8,2.41
aarch64,903,3.12,2.28
x86_64,882,3.8,2.32
aarch64,834,3.13,2.40
x86_64,776,3.10,2.32
aarch64,754,3.13,2.28
x86_64,603,3.9,2.32
aarch64,554,3.8,2.35
x86_64,553,3.9,2.23
aarch64,550,3.9,2.17
x86_64,515,3.8,2.40
armv7l,482,3.9,2.31
x86_64,402,3.11,2.32
aarch64,394,3.12,2.38
x86_64,343,3.10,2.23
aarch64,341,3.11,2.17
x86_64,324,3.11,2.19
aarch64,313,3.11,2.23
x86_64,306,3.12,2.32
x86_64,303,3.11,2.22
aarch64,274,3.10,2.40
s390x,268,3.12,2.39
x86_64,259,3.12,2.37
x86_64,255,3.13,2.27
ppc64le,250,3.12,2.39
ppc64le,243,3.12,2.34
aarch64,239,3.12,2.17
x86_64,237,3.14,2.39
x86_64,235,3.13,2.38
aarch64,227,3.10,2.17
s390x,218,3.12,2.34
aarch64,214,3.10,2.41
aarch64,199,3.13,2.17
x86_64,196,3.8,2.22
x86_64,195,3.11,2.23
aarch64,186,3.8,2.27
x86_64,184,3.10,2.24
x86_64,183,3.14,2.36
aarch64,181,3.11,2.40
aarch64,179,3.10,2.38
x86_64,166,3.9,2.22
aarch64,144,3.8,2.39
x86_64,134,3.8,2.38
armv7l,133,3.11,2.36
aarch64,132,3.9,2.27
x86_64,119,3.11,2.24
x86_64,113,3.8,2.37
x86_64,110,3.9,2.19
aarch64,110,3.10,2.27
x86_64,108,3.13,2.26
aarch64,106,3.9,2.41
x86_64,104,3.11,2.33
x86_64,98,3.11,2.30
x86_64,95,3.14,2.35
aarch64,83,3.11,2.37
s390x,76,3.12,2.28
x86_64,71,3.10,2.29
x86_64,64,3.12,2.19
aarch64,61,3.11,2.27
aarch64,59,3.12,2.27
x86_64,58,3.12,2.23
x86_64,58,3.8,2.5
aarch64,57,3.12,2.26
x86_64,46,3.9,2.5
x86_64,42,3.14,2.31
s390x,40,3.13,2.41
ppc64le,40,3.13,2.41
x86_64,39,3.13,2.37
armv7l,33,3.10,2.35
x86_64,31,3.10,2.30
s390x,31,3.11,2.34
ppc64le,27,3.11,2.34
x86_64,23,3.8,2.33
x86_64,23,3.8,2.18
s390x,22,3.10,2.35
aarch64,22,3.13,2.38
x86_64,19,3.9,2.29
x86_64,19,3.13,2.32
x86_64,18,3.10,2.22
x86_64,16,3.14,2.41
x86_64,16,3.13,2.33
x86_64,15,3.12,2.22
aarch64,15,3.9,2.33
i686,15,3.11,2.36
x86_64,14,3.10,2.19
x86_64,14,3.14,2.40
aarch64,13,3.13,2.27
x86_64,13,3.13,2.24
aarch64,12,3.12,2.37
ppc64le,12,3.11,2.17
armv7l,11,3.10,2.31
aarch64,10,3.12,2.30
aarch64,10,3.14,2.36
x86_64,10,3.11,2.29
aarch64,10,3.9,2.38
aarch64,9,3.10,2.32
x86_64,8,3.14,2.34
armv7l,8,3.12,2.39
ppc64le,8,3.12,2.28
i686,7,3.9,2.31
aarch64,7,3.8,2.40
x86_64,6,3.12,2.21
x86_64,6,3.14,2.28
x86_64,6,3.10,2.18
ppc64le,6,3.9,2.34
armv7l,6,3.11,2.31
aarch64,6,3.8,2.41
aarch64,5,3.8,2.17
armv7l,5,3.10,2.28
s390x,5,3.10,2.39
armv7l,4,3.9,2.36
armv7l,4,3.12,2.31
ppc64le,4,3.13,2.36
x86_64,4,3.8,2.30
x86_64,4,3.8,2.12
armv7l,4,3.13,2.36
armv7l,4,3.12,2.36
x86_64,4,3.15,2.41
aarch64,4,3.14,2.39
x86_64,3,3.8,2.19
x86_64,3,3.9,2.30
armv7l,3,3.11,2.28
aarch64,3,3.12,2.23
armv7l,3,3.9,2.28
x86_64,3,3.12,2.30
x86_64,3,3.10,2.25
armv7l,2,3.13,2.41
armv7l,2,3.9,2.19
aarch64,2,3.14,2.31
s390x,2,3.11,2.39
x86_64,2,3.13,2.18
aarch64,2,3.8,2.24
armv7l,2,3.12,2.28
aarch64,2,3.9,2.40
armv7l,2,3.13,2.28
ppc64le,2,3.10,2.35
aarch64,2,3.10,2.37
s390x,2,3.13,2.39
armv8l,2,3.13,2.41
armv7l,1,3.8,2.28
aarch64,1,3.13,2.24
armv8l,1,3.12,2.35
x86_64,1,3.9,2.18
x86_64,1,3.10,2.21
s390x,1,3.11,2.36
ppc64le,1,3.11,2.36
armv8l,1,3.12,2.31
aarch64,1,3.8,2.19
x86_64,1,3.13,2.21
