cpu,num_downloads,python_version,glibc_version
x86_64,6493139,3.10,2.35
x86_64,5742097,3.11,2.35
x86_64,4098990,3.9,2.27
x86_64,3642918,3.12,2.39
x86_64,3065126,3.11,2.36
aarch64,2878879,3.10,2.35
x86_64,2670398,3.11,2.34
x86_64,2126210,3.11,2.39
x86_64,1994953,3.12,2.36
x86_64,1939742,3.9,2.31
x86_64,1841341,3.10,2.36
x86_64,1680973,3.10,2.31
x86_64,1561266,3.10,2.39
x86_64,1422930,3.12,2.35
x86_64,1229579,3.8,2.31
x86_64,1225804,3.9,2.36
x86_64,1180315,3.9,2.35
x86_64,1147495,3.10,2.26
aarch64,973770,3.9,2.34
x86_64,933654,3.11,2.31
x86_64,906839,3.12,2.31
x86_64,742737,3.9,2.39
x86_64,739403,3.9,2.34
x86_64,640304,3.13,2.39
x86_64,472648,3.13,2.36
x86_64,423282,3.9,2.26
x86_64,385278,3.12,2.34
x86_64,368547,3.9,2.28
aarch64,367651,3.11,2.35
aarch64,324667,3.11,2.36
x86_64,311855,3.13,2.35
x86_64,297198,3.11,2.28
aarch64,284535,3.9,2.35
aarch64,249467,3.9,2.36
x86_64,248288,3.10,2.28
x86_64,238190,3.13,2.31
aarch64,228108,3.10,2.36
aarch64,225126,3.10,2.34
x86_64,211787,3.8,2.26
aarch64,181110,3.12,2.36
x86_64,170742,3.8,2.36
aarch64,163701,3.9,2.31
x86_64,158391,3.8,2.39
aarch64,157410,3.12,2.39
x86_64,151477,3.8,2.28
x86_64,97532,3.10,2.34
x86_64,96373,3.8,2.35
x86_64,94244,3.13,2.34
x86_64,92839,3.13,2.41
x86_64,84186,3.12,2.40
x86_64,81613,3.11,2.41
x86_64,77104,3.9,2.17
x86_64,70999,3.8,2.27
x86_64,69367,3.11,2.26
x86_64,57975,3.12,2.28
aarch64,55973,3.11,2.34
x86_64,54926,3.11,2.40
aarch64,48883,3.13,2.36
aarch64,47078,3.12,2.31
x86_64,37674,3.12,2.41
aarch64,37467,3.12,2.35
aarch64,36763,3.11,2.31
x86_64,32782,3.10,2.27
aarch64,30186,3.11,2.39
aarch64,29852,3.12,2.34
aarch64,27051,3.8,2.31
x86_64,24782,3.10,2.17
x86_64,23824,3.12,2.38
aarch64,23340,3.10,2.31
x86_64,23196,3.10,2.41
x86_64,14860,3.11,2.38
x86_64,13529,3.13,2.40
x86_64,12876,3.9,2.41
x86_64,12600,3.13,2.28
x86_64,12423,3.11,2.17
aarch64,11784,3.10,2.26
aarch64,11600,3.9,2.26
x86_64,9992,3.10,2.40
aarch64,8290,3.13,2.39
x86_64,8039,3.8,2.17
aarch64,7863,3.11,2.28
x86_64,7099,3.8,2.34
aarch64,6925,3.13,2.34
x86_64,5895,3.11,2.27
aarch64,5713,3.9,2.28
x86_64,5515,3.12,2.26
aarch64,5501,3.9,2.39
aarch64,5319,3.13,2.41
aarch64,5313,3.12,2.41
aarch64,4978,3.13,2.35
aarch64,4764,3.13,2.31
x86_64,4398,3.10,2.37
aarch64,4290,3.8,2.28
aarch64,4172,3.11,2.41
x86_64,4067,3.10,2.38
aarch64,3979,3.8,2.26
x86_64,3801,3.12,2.27
aarch64,3763,3.10,2.39
x86_64,3732,3.12,2.17
x86_64,3632,3.9,2.37
x86_64,3612,3.9,2.24
aarch64,3558,3.10,2.28
aarch64,2878,3.11,2.38
x86_64,2862,3.11,2.37
x86_64,2703,3.8,2.23
aarch64,2384,3.12,2.28
x86_64,2244,3.9,2.40
aarch64,2241,3.12,2.40
aarch64,2130,3.8,2.36
aarch64,2028,3.11,2.26
x86_64,1670,3.13,2.17
aarch64,1605,3.12,2.38
x86_64,1597,3.8,2.24
x86_64,1561,3.9,2.33
x86_64,1402,3.10,2.33
x86_64,1305,3.8,2.41
aarch64,1152,3.10,2.38
x86_64,1025,3.9,2.23
x86_64,883,3.10,2.32
x86_64,853,3.8,2.32
aarch64,846,3.9,2.17
x86_64,798,3.9,2.32
x86_64,766,3.9,2.38
aarch64,762,3.13,2.28
aarch64,747,3.13,2.40
aarch64,662,3.8,2.35
x86_64,614,3.13,2.38
aarch64,576,3.10,2.41
aarch64,543,3.11,2.17
aarch64,500,3.12,2.17
aarch64,491,3.9,2.41
armv7l,486,3.9,2.31
x86_64,472,3.13,2.27
aarch64,464,3.10,2.17
x86_64,426,3.9,2.22
aarch64,426,3.13,2.17
x86_64,416,3.11,2.32
aarch64,411,3.10,2.40
ppc64le,380,3.12,2.39
x86_64,377,3.12,2.37
x86_64,361,3.10,2.23
s390x,360,3.12,2.39
aarch64,357,3.11,2.40
x86_64,341,3.11,2.23
ppc64le,338,3.12,2.34
x86_64,326,3.11,2.22
aarch64,305,3.11,2.37
x86_64,289,3.12,2.32
s390x,268,3.12,2.34
aarch64,242,3.8,2.39
x86_64,228,3.14,2.39
x86_64,208,3.13,2.26
x86_64,178,3.8,2.40
x86_64,167,3.8,2.22
x86_64,154,3.14,2.36
aarch64,154,3.8,2.27
x86_64,152,3.8,2.37
x86_64,145,3.8,2.38
x86_64,144,3.12,2.23
x86_64,121,3.14,2.35
armv7l,117,3.11,2.36
aarch64,114,3.9,2.40
aarch64,109,3.9,2.27
aarch64,107,3.12,2.27
x86_64,105,3.9,2.19
s390x,104,3.12,2.28
x86_64,76,3.11,2.33
ppc64le,76,3.13,2.41
x86_64,75,3.11,2.18
x86_64,73,3.13,2.23
x86_64,70,3.11,2.24
x86_64,66,3.8,2.12
aarch64,66,3.11,2.23
x86_64,64,3.10,2.18
x86_64,62,3.11,2.19
s390x,55,3.10,2.35
s390x,54,3.13,2.41
aarch64,50,3.12,2.26
x86_64,50,3.14,2.31
aarch64,48,3.8,2.34
x86_64,48,3.8,2.33
aarch64,46,3.11,2.27
aarch64,46,3.10,2.27
armv7l,44,3.10,2.35
x86_64,43,3.14,2.17
aarch64,42,3.9,2.33
ppc64le,38,3.11,2.34
x86_64,36,3.9,2.29
x86_64,35,3.12,2.22
x86_64,35,3.10,2.30
x86_64,34,3.9,2.30
x86_64,34,3.10,2.19
x86_64,32,3.13,2.32
aarch64,29,3.14,2.36
x86_64,29,3.11,2.30
ppc64le,28,3.12,2.28
aarch64,26,3.9,2.38
s390x,26,3.11,2.34
x86_64,25,3.12,2.24
ppc64le,24,3.9,2.28
aarch64,24,3.13,2.27
x86_64,22,3.10,2.24
ppc64le,22,3.9,2.34
aarch64,21,3.14,2.39
ppc64le,21,3.10,2.34
x86_64,19,3.13,2.24
aarch64,19,3.14,2.31
x86_64,18,3.12,2.18
aarch64,18,3.10,2.32
aarch64,17,3.12,2.30
aarch64,16,3.13,2.38
s390x,16,3.13,2.36
ppc64le,16,3.13,2.36
x86_64,16,3.9,2.21
x86_64,16,3.12,2.12
s390x,14,3.9,2.34
x86_64,13,3.14,2.41
s390x,12,3.10,2.34
x86_64,11,3.12,2.33
x86_64,11,3.13,2.37
x86_64,11,3.10,2.22
x86_64,11,3.8,2.19
x86_64,10,3.8,2.18
x86_64,10,3.8,2.29
i686,10,3.11,2.36
ppc64le,10,3.11,2.17
i686,10,3.11,2.14
aarch64,8,3.14,2.17
x86_64,8,3.15,2.35
x86_64,7,3.8,2.5
x86_64,7,3.9,2.12
i686,7,3.8,2.5
i686,7,3.9,2.12
armv7l,7,3.10,2.31
armv7l,7,3.12,2.39
x86_64,7,3.12,2.19
aarch64,6,3.8,2.41
x86_64,6,3.14,2.40
riscv64,6,3.12,2.39
x86_64,6,3.13,2.29
x86_64,6,3.8,2.30
i686,6,3.9,2.31
armv7l,6,3.10,2.28
s390x,5,3.11,2.36
armv7l,4,3.13,2.28
armv7l,4,3.12,2.28
s390x,4,3.9,2.28
ppc64le,4,3.11,2.28
armv7l,4,3.8,2.28
armv7l,4,3.9,2.28
armv7l,4,3.11,2.28
x86_64,4,3.15,2.39
armv7l,4,3.12,2.35
ppc64le,3,3.11,2.36
