cpu,num_downloads,python_version,glibc_version
x86_64,7483904,3.10,2.35
x86_64,5242604,3.11,2.35
x86_64,4112729,3.9,2.27
x86_64,3833927,3.12,2.39
x86_64,3432133,3.11,2.36
aarch64,2718213,3.10,2.35
x86_64,2505519,3.11,2.34
x86_64,2158763,3.11,2.39
x86_64,1922725,3.9,2.31
x86_64,1797819,3.12,2.36
x86_64,1731490,3.10,2.36
x86_64,1681206,3.12,2.35
x86_64,1647811,3.10,2.39
x86_64,1570448,3.10,2.31
x86_64,1190672,3.8,2.31
aarch64,1133974,3.10,2.34
x86_64,1119310,3.9,2.35
x86_64,1103838,3.9,2.36
x86_64,1094570,3.10,2.26
aarch64,977279,3.9,2.34
x86_64,969037,3.12,2.31
x86_64,880279,3.9,2.39
x86_64,837882,3.11,2.31
x86_64,713233,3.9,2.34
x86_64,626217,3.13,2.39
x86_64,457048,3.13,2.36
x86_64,437233,3.9,2.26
aarch64,396705,3.11,2.36
aarch64,367047,3.11,2.35
x86_64,344521,3.12,2.34
x86_64,335808,3.9,2.28
x86_64,299942,3.13,2.35
aarch64,277209,3.9,2.35
aarch64,244751,3.9,2.36
x86_64,220702,3.11,2.28
x86_64,217516,3.13,2.31
x86_64,207930,3.13,2.34
x86_64,192904,3.10,2.28
x86_64,171770,3.8,2.39
aarch64,171697,3.10,2.36
aarch64,164464,3.12,2.36
aarch64,163142,3.9,2.31
x86_64,157542,3.8,2.36
aarch64,156913,3.12,2.39
x86_64,152143,3.8,2.26
x86_64,141469,3.8,2.28
x86_64,94384,3.13,2.41
x86_64,89237,3.10,2.34
aarch64,87759,3.11,2.39
x86_64,86166,3.8,2.35
x86_64,76665,3.12,2.40
x86_64,76051,3.11,2.41
x86_64,71428,3.11,2.26
x86_64,62907,3.8,2.27
x86_64,57369,3.9,2.17
aarch64,53832,3.12,2.31
aarch64,51297,3.13,2.36
x86_64,51047,3.12,2.28
aarch64,48694,3.11,2.34
x86_64,46262,3.11,2.40
aarch64,35270,3.12,2.35
aarch64,33552,3.11,2.31
x86_64,32179,3.12,2.41
x86_64,26524,3.10,2.17
x86_64,26010,3.10,2.41
aarch64,25477,3.12,2.34
aarch64,24585,3.8,2.31
x86_64,22635,3.12,2.38
aarch64,20916,3.10,2.31
x86_64,15666,3.11,2.38
x86_64,15551,3.10,2.27
x86_64,12526,3.13,2.40
aarch64,12362,3.9,2.26
x86_64,12061,3.9,2.41
aarch64,10192,3.10,2.26
aarch64,9797,3.13,2.39
x86_64,9191,3.13,2.28
x86_64,8703,3.11,2.17
