cpu,num_downloads,python_version,glibc_version
x86_64,6583101,3.10,2.35
x86_64,5818765,3.11,2.35
x86_64,4364338,3.9,2.27
x86_64,4092111,3.12,2.39
x86_64,3405252,3.11,2.36
x86_64,2887042,3.10,2.31
aarch64,2806074,3.10,2.35
x86_64,2607650,3.11,2.34
x86_64,2443826,3.11,2.39
x86_64,2340590,3.12,2.36
x86_64,2058743,3.9,2.31
x86_64,1901365,3.10,2.36
x86_64,1771585,3.10,2.39
x86_64,1438222,3.12,2.35
x86_64,1284641,3.8,2.31
x86_64,1256879,3.9,2.36
x86_64,1155539,3.9,2.35
x86_64,1126394,3.10,2.26
x86_64,1079283,3.12,2.31
x86_64,965167,3.11,2.31
aarch64,949603,3.9,2.34
x86_64,843195,3.9,2.39
x86_64,775144,3.9,2.34
x86_64,727959,3.13,2.39
aarch64,562881,3.11,2.36
x86_64,532565,3.13,2.36
x86_64,432682,3.9,2.26
x86_64,396394,3.12,2.34
x86_64,372563,3.9,2.28
aarch64,370176,3.11,2.35
x86_64,347917,3.13,2.35
x86_64,303501,3.11,2.28
x86_64,286570,3.10,2.28
aarch64,267299,3.9,2.35
aarch64,236252,3.9,2.36
x86_64,229633,3.13,2.31
aarch64,195682,3.10,2.36
aarch64,190087,3.12,2.36
x86_64,187795,3.8,2.36
x86_64,187657,3.8,2.26
x86_64,186145,3.8,2.39
aarch64,177853,3.9,2.31
x86_64,170666,3.9,2.17
aarch64,156854,3.12,2.39
x86_64,155561,3.8,2.28
x86_64,136701,3.10,2.34
x86_64,104341,3.8,2.35
x86_64,89313,3.13,2.41
x86_64,87608,3.12,2.40
x86_64,86410,3.11,2.41
x86_64,81780,3.11,2.26
aarch64,79270,3.12,2.31
aarch64,75390,3.10,2.34
x86_64,70179,3.8,2.27
x86_64,63086,3.12,2.28
x86_64,57409,3.11,2.40
aarch64,55875,3.13,2.36
aarch64,49029,3.11,2.34
aarch64,40703,3.12,2.35
x86_64,38735,3.12,2.41
aarch64,38458,3.12,2.34
aarch64,37009,3.11,2.31
aarch64,36520,3.11,2.39
x86_64,32556,3.13,2.34
aarch64,32355,3.10,2.31
x86_64,31872,3.10,2.17
aarch64,28057,3.8,2.31
x86_64,27306,3.10,2.41
x86_64,26561,3.12,2.38
x86_64,23791,3.13,2.28
x86_64,23712,3.10,2.27
aarch64,17004,3.13,2.31
x86_64,16722,3.11,2.38
x86_64,15099,3.13,2.40
x86_64,13108,3.9,2.41
aarch64,11497,3.10,2.26
aarch64,11409,3.9,2.26
x86_64,9449,3.10,2.40
x86_64,8994,3.8,2.34
aarch64,8961,3.13,2.34
x86_64,8757,3.11,2.17
aarch64,8515,3.13,2.39
x86_64,8230,3.8,2.17
aarch64,7767,3.11,2.28
aarch64,7105,3.8,2.26
x86_64,6878,3.11,2.27
aarch64,6691,3.9,2.28
aarch64,6373,3.13,2.41
x86_64,6112,3.12,2.26
aarch64,5243,3.9,2.39
aarch64,5111,3.8,2.28
aarch64,5050,3.13,2.35
aarch64,5004,3.10,2.39
x86_64,4732,3.10,2.38
aarch64,4259,3.12,2.28
aarch64,4244,3.11,2.41
aarch64,3886,3.12,2.41
x86_64,3834,3.10,2.37
aarch64,3815,3.10,2.28
x86_64,3680,3.12,2.17
x86_64,3539,3.11,2.37
x86_64,3387,3.12,2.27
x86_64,3035,3.9,2.37
aarch64,2913,3.11,2.38
x86_64,2902,3.8,2.23
x86_64,2815,3.9,2.40
x86_64,2544,3.9,2.24
aarch64,2207,3.11,2.26
aarch64,2002,3.12,2.38
aarch64,1867,3.8,2.36
x86_64,1638,3.13,2.17
aarch64,1590,3.10,2.38
