cpu,num_downloads,python_version,pip_version,glibc_version
x86_64,914006,2.7,9.0,2.17
x86_64,558274,3.6,9.0,2.17
x86_64,504118,3.7,19.3,2.28
x86_64,481780,3.7,19.0,2.23
x86_64,437143,3.5,19.1,2.23
x86_64,427783,2.7,19.3,2.24
x86_64,351004,3.6,19.3,2.27
x86_64,331837,2.7,19.3,2.28
x86_64,324832,3.7,19.0,2.24
x86_64,323913,3.6,19.3,2.28
x86_64,314052,3.6,19.3,2.17
x86_64,284267,3.5,19.3,2.23
x86_64,278344,2.7,19.3,2.27
x86_64,273689,2.7,19.3,2.23
x86_64,263106,2.7,19.3,2.17
x86_64,262197,3.6,19.3,2.23
x86_64,259159,3.6,19.1,2.24
x86_64,258009,3.7,19.3,2.24
x86_64,255023,3.6,9.0,2.27
x86_64,254223,3.6,18.1,2.28
x86_64,241474,3.6,19.3,2.24
x86_64,206109,3.7,19.3,2.27
x86_64,201338,3.6,19.2,2.24
x86_64,199760,3.7,19.3,2.23
x86_64,191447,3.6,10.0,2.19
x86_64,142373,3.7,9.0,2.26
x86_64,141461,2.7,19.1,2.24
x86_64,123687,3.6,10.0,2.23
x86_64,115139,2.7,9.0,2.24
x86_64,111388,3.7,19.2,2.24
x86_64,103736,3.7,18.1,2.28
x86_64,101543,3.6,19.3,2.26
x86_64,99848,3.7,19.2,2.23
x86_64,95009,2.7,19.1,2.23
x86_64,94751,3.5,8.1,2.2
x86_64,90522,3.7,19.1,2.24
x86_64,86767,2.7,9.0,2.23
x86_64,84126,3.6,18.1,2.24
x86_64,82951,2.7,9.0,2.27
x86_64,81533,2.7,19.0,2.24
x86_64,79388,3.5,18.1,2.23
x86_64,71826,3.6,18.1,2.27
x86_64,70833,3.8,19.3,2.28
x86_64,68784,3.6,19.2,2.27
x86_64,62888,3.5,19.3,2.24
x86_64,59109,3.7,19.2,2.28
x86_64,58645,3.6,19.3,2.19
x86_64,58222,2.7,19.3,2.19
x86_64,58121,2.7,8.1,2.7
x86_64,57619,2.7,18.1,2.17
x86_64,57008,2.7,18.1,2.23
x86_64,54864,3.7,18.1,2.27
x86_64,53104,3.6,19.0,2.23
x86_64,51723,2.7,9.0,2.19
x86_64,50471,3.7,18.1,2.23
x86_64,49309,2.7,19.2,2.24
x86_64,48794,3.7,18.1,2.24
x86_64,47377,2.7,8.1,2.2
x86_64,47189,3.5,19.3,2.19
x86_64,45859,3.7,19.3,2.17
x86_64,45782,3.6,18.1,2.17
x86_64,45176,3.6,19.1,2.23
x86_64,44119,3.6,9.0,2.19
x86_64,43723,3.5,8.1,2.9
x86_64,41261,3.7,9.0,2.27
x86_64,39298,3.5,9.0,2.19
x86_64,36938,3.5,9.0,2.23
x86_64,36592,3.6,18.1,2.23
x86_64,35661,3.5,9.0,2.24
x86_64,32290,3.7,19.0,2.17
x86_64,30873,3.7,18.0,2.27
x86_64,29945,3.6,19.2,2.28
x86_64,29686,2.7,19.0,2.23
x86_64,27807,3.6,19.2,2.23
x86_64,27622,2.7,19.2,2.19
x86_64,26121,3.5,9.0,2.17
x86_64,25165,3.7,19.2,2.27
x86_64,24656,3.6,9.0,2.23
x86_64,22832,3.5,19.3,2.12
x86_64,22602,3.8,19.3,2.27
x86_64,21709,3.8,19.3,2.23
x86_64,21414,3.5,19.3,2.28
x86_64,20774,3.5,19.3,2.17
x86_64,20752,3.7,19.1,2.23
x86_64,20248,2.7,19.1,2.19
x86_64,20118,3.7,19.1,2.27
x86_64,19975,3.6,10.0,2.24
x86_64,19627,3.5,10.0,2.23
x86_64,19428,3.6,19.1,2.27
x86_64,18428,3.7,19.0,2.28
x86_64,17076,2.7,10.0,2.23
x86_64,16945,3.6,19.3,2.12
x86_64,16412,3.5,19.3,2.27
x86_64,14889,3.7,19.3,2.30
x86_64,14884,3.8,18.1,2.27
x86_64,14765,3.6,10.0,2.17
x86_64,14644,3.4,19.1,2.17
x86_64,14644,2.7,8.1,2.4
x86_64,14390,3.7,19.0,2.27
x86_64,14257,3.7,19.3,2.29
x86_64,14229,3.6,19.0,2.24
x86_64,13437,3.6,19.1,2.17
x86_64,13260,3.7,18.1,2.30
x86_64,13168,3.6,19.0,2.27
x86_64,12938,3.5,19.2,2.23
x86_64,12835,3.7,19.3,2.26
x86_64,12661,2.7,18.0,2.24
x86_64,12528,3.4,9.0,2.17
x86_64,12367,2.7,18.1,2.28
x86_64,12273,3.7,19.1,2.28
x86_64,12085,2.7,19.0,2.27
x86_64,11857,3.5,19.1,2.24
x86_64,11591,3.7,18.1,2.29
x86_64,11571,3.8,18.1,2.28
x86_64,11467,3.6,19.2,2.17
x86_64,11225,3.6,9.0,2.28
x86_64,11196,2.7,9.0,2.26
x86_64,11163,2.7,18.1,2.27
x86_64,10484,3.6,19.2,2.19
x86_64,10173,2.7,19.2,2.23
x86_64,10015,3.6,18.1,2.19
x86_64,9798,2.7,19.2,2.28
x86_64,9620,3.6,9.0,2.24
x86_64,8372,3.7,18.1,2.19
x86_64,8224,3.6,19.1,2.19
x86_64,8122,2.7,19.3,2.12
x86_64,7869,2.7,10.0,2.24
x86_64,7840,3.5,19.0,2.23
x86_64,7520,3.7,19.2,2.17
x86_64,7474,3.6,18.0,2.24
x86_64,7465,2.7,10.0,2.27
x86_64,7393,2.7,18.0,2.23
x86_64,7011,2.7,18.1,2.24
x86_64,6913,2.7,18.1,2.19
x86_64,6869,3.7,18.0,2.24
x86_64,6703,3.7,9.0,2.23
