cpu,num_downloads,python_version,pip_version,glibc_version
x86_64,3037682,3.8,21.0,2.31
x86_64,1241808,3.10,23.3,2.35
x86_64,1232930,3.9,21.2,2.31
x86_64,1201357,3.8,23.3,2.31
x86_64,1093322,3.7,20.2,2.26
x86_64,1045796,3.7,23.3,2.26
x86_64,676573,3.9,23.3,2.31
x86_64,629367,3.8,23.3,2.35
x86_64,572357,3.7,23.0,2.26
x86_64,567601,3.10,23.2,2.35
x86_64,563578,3.9,23.3,2.35
x86_64,507924,3.6,20.1,2.28
x86_64,443966,3.11,23.3,2.35
x86_64,409612,3.6,21.0,2.27
x86_64,409332,3.7,9.0,2.27
x86_64,396293,3.10,23.2,2.31
x86_64,357384,3.10,23.3,2.31
x86_64,342302,3.9,23.2,2.31
x86_64,335216,3.10,23.1,2.35
x86_64,304647,3.6,21.3,2.17
x86_64,297976,3.8,20.0,2.31
x86_64,268718,3.10,22.2,2.35
x86_64,263033,3.10,22.0,2.35
x86_64,260822,3.10,23.0,2.26
x86_64,257687,3.7,20.2,2.28
x86_64,249377,3.11,23.2,2.36
x86_64,230005,3.8,23.0,2.31
x86_64,228562,3.8,23.3,2.28
x86_64,225724,3.9,23.0,2.36
x86_64,225464,3.7,21.3,2.26
x86_64,221436,3.7,9.0,2.26
x86_64,214403,3.8,22.0,2.31
x86_64,210443,3.10,23.0,2.36
x86_64,207151,3.8,23.2,2.31
x86_64,204742,2.7,9.0,2.27
x86_64,204371,3.6,9.0,2.17
x86_64,196584,3.10,23.1,2.31
x86_64,194762,3.10,23.3,2.36
x86_64,190971,3.7,20.0,2.27
x86_64,190212,3.10,23.0,2.31
aarch64,186648,3.7,23.3,2.26
x86_64,183725,3.6,20.3,2.17
x86_64,180687,3.9,22.1,2.26
x86_64,180474,3.11,23.2,2.31
x86_64,172884,3.7,23.3,2.28
x86_64,166110,2.7,9.0,2.17
x86_64,163948,3.11,23.3,2.31
x86_64,154646,3.11,23.2,2.35
x86_64,152459,3.8,23.0,2.36
x86_64,151967,3.9,23.0,2.31
x86_64,151566,3.8,22.2,2.31
x86_64,149175,3.8,21.2,2.31
x86_64,144655,3.9,23.3,2.28
x86_64,143236,3.7,21.3,2.28
x86_64,138297,3.10,22.3,2.26
x86_64,131322,3.9,23.3,2.36
x86_64,127515,3.11,23.3,2.36
x86_64,123864,3.7,22.3,2.31
x86_64,123440,3.7,23.3,2.27
x86_64,121459,3.8,22.3,2.31
x86_64,121204,2.7,9.0,2.26
x86_64,115463,3.8,23.3,2.27
x86_64,114700,3.8,21.3,2.28
x86_64,114410,3.9,20.3,2.31
x86_64,112821,3.9,22.0,2.17
x86_64,108712,3.8,23.0,2.26
x86_64,102345,3.8,23.2,2.28
x86_64,101698,3.9,23.2,2.24
x86_64,101463,3.8,23.1,2.31
x86_64,101262,3.6,21.3,2.27
x86_64,99590,3.5,20.3,2.23
x86_64,98217,3.8,21.0,2.26
x86_64,94990,3.8,23.3,2.36
