cpu,num_downloads,python_version,pip_version,glibc_version
x86_64,2437007,3.10,24.0,2.35
x86_64,2251723,3.8,21.0,2.31
x86_64,2196522,3.7,24.0,2.26
x86_64,1640048,3.8,24.0,2.31
x86_64,1248607,3.10,23.1,2.35
x86_64,1053158,3.9,21.2,2.31
x86_64,1023640,3.9,24.0,2.31
x86_64,879947,3.7,20.2,2.26
x86_64,846549,3.11,24.0,2.35
x86_64,751560,3.11,24.0,2.36
x86_64,672993,3.9,24.0,2.35
x86_64,655088,3.10,24.0,2.31
x86_64,619917,3.8,24.0,2.35
x86_64,603402,3.7,23.0,2.26
x86_64,582742,3.6,19.2,2.27
x86_64,503034,3.7,9.0,2.27
x86_64,482774,3.6,21.0,2.27
x86_64,480659,3.7,20.2,2.28
x86_64,450324,3.10,22.2,2.35
x86_64,417632,3.10,23.3,2.31
x86_64,386509,3.11,24.0,2.31
x86_64,379758,3.8,23.3,2.31
x86_64,371972,3.10,22.0,2.35
x86_64,328747,3.7,24.0,2.27
x86_64,292175,3.8,24.0,2.28
x86_64,288066,3.10,23.0,2.36
x86_64,281133,3.12,24.0,2.35
x86_64,273817,3.12,24.0,2.36
x86_64,270379,3.6,20.1,2.28
x86_64,250069,3.6,9.0,2.17
x86_64,249350,3.10,23.0,2.26
x86_64,248991,3.10,23.3,2.35
x86_64,248956,3.9,23.0,2.36
x86_64,229405,3.8,24.0,2.26
x86_64,226320,3.9,24.0,2.36
x86_64,222090,3.10,24.0,2.36
x86_64,213340,3.9,24.0,2.28
x86_64,202412,3.7,24.0,2.28
x86_64,201731,3.8,23.3,2.27
x86_64,198804,3.7,9.0,2.26
x86_64,191091,3.7,21.3,2.28
x86_64,187951,3.10,23.2,2.31
x86_64,174446,3.6,20.3,2.17
x86_64,174281,3.8,20.0,2.31
aarch64,174224,3.7,24.0,2.26
x86_64,173803,3.6,21.3,2.17
x86_64,169027,3.8,24.0,2.36
x86_64,162255,2.7,9.0,2.27
x86_64,162154,3.9,22.1,2.26
x86_64,158670,3.10,23.0,2.31
x86_64,156361,3.8,22.0,2.31
x86_64,152289,3.9,23.3,2.31
x86_64,145199,3.8,23.0,2.36
x86_64,145084,3.10,22.3,2.35
x86_64,143691,3.8,23.0,2.26
x86_64,141443,3.10,24.0,2.26
x86_64,140324,3.7,24.0,2.31
x86_64,137962,3.11,23.3,2.35
x86_64,135103,3.9,23.2,2.31
x86_64,132047,3.8,23.0,2.31
x86_64,128932,3.8,24.0,2.27
x86_64,120260,3.8,21.2,2.31
x86_64,119238,3.8,20.2,2.31
x86_64,117190,3.11,24.0,2.28
x86_64,115973,3.7,21.3,2.26
x86_64,114126,3.9,22.0,2.31
x86_64,110436,3.9,21.3,2.34
aarch64,110066,3.7,20.2,2.26
x86_64,109532,2.7,9.0,2.17
x86_64,108141,3.8,21.0,2.26
x86_64,106790,3.7,20.0,2.27
x86_64,106721,3.7,22.3,2.31
x86_64,106232,3.10,23.2,2.35
x86_64,103805,3.11,23.2,2.36
x86_64,103662,3.9,22.2,2.31
x86_64,100614,2.7,9.0,2.26
x86_64,99546,3.9,21.0,2.28
x86_64,98984,3.7,21.0,2.28
x86_64,97051,3.6,21.3,2.28
x86_64,93418,3.12,24.0,2.31
x86_64,93187,3.11,23.2,2.31
x86_64,89991,3.7,24.0,2.35
x86_64,84187,3.8,21.3,2.28
x86_64,81220,3.9,20.3,2.31
aarch64,80919,3.8,24.0,2.26
x86_64,79724,3.11,23.2,2.35
x86_64,77250,3.8,23.1,2.31
x86_64,75778,2.7,9.0,2.23
x86_64,75120,3.8,22.2,2.31
x86_64,73179,3.9,23.0,2.31
x86_64,71577,3.5,20.3,2.23
x86_64,69824,3.10,23.0,2.28
x86_64,68026,3.8,23.2,2.31
x86_64,67963,3.11,24.0,2.34
x86_64,65858,3.9,23.0,2.28
x86_64,65825,3.7,24.0,2.17
x86_64,64928,3.11,23.3,2.31
x86_64,64729,3.10,24.0,2.28
x86_64,63543,3.11,23.1,2.31
x86_64,63132,3.7,21.2,2.31
aarch64,61729,3.10,22.2,2.35
x86_64,61650,3.9,22.0,2.27
x86_64,59510,3.8,23.3,2.35
x86_64,57172,3.6,21.3,2.27
x86_64,57129,3.9,23.3,2.35
aarch64,56822,3.9,21.2,2.31
x86_64,56548,3.7,23.0,2.36
x86_64,55739,3.9,23.3,2.27
x86_64,55369,3.10,23.3,2.36
x86_64,52977,3.8,22.3,2.31
x86_64,52536,3.10,23.2,2.36
x86_64,51892,3.9,24.0,2.34
x86_64,51530,3.11,23.3,2.36
x86_64,50558,3.8,22.3,2.28
x86_64,49696,3.10,22.3,2.26
x86_64,49332,3.11,24.0,2.37
x86_64,48496,3.7,22.0,2.28
x86_64,48123,3.9,23.1,2.31
x86_64,47294,3.10,22.3,2.31
x86_64,47109,3.10,23.0,2.35
x86_64,46991,3.6,21.2,2.31
aarch64,45158,3.7,24.0,2.28
x86_64,45059,3.6,19.3,2.17
x86_64,44643,3.9,24.0,2.26
x86_64,44466,3.8,20.1,2.28
x86_64,44286,3.8,21.2,2.28
aarch64,43500,3.8,21.0,2.31
x86_64,43139,3.8,21.1,2.31
x86_64,41338,3.9,23.2,2.28
x86_64,41224,3.9,21.1,2.28
x86_64,40578,3.7,19.3,2.28
x86_64,40271,3.8,23.0,2.28
x86_64,40104,3.7,22.0,2.26
x86_64,39544,3.8,22.0,2.26
x86_64,39491,3.8,20.2,2.28
x86_64,38880,3.11,22.3,2.31
x86_64,38742,3.9,23.2,2.27
aarch64,38724,3.10,24.0,2.35
x86_64,38077,3.7,21.3,2.31
aarch64,37174,3.11,24.0,2.36
x86_64,36875,3.7,21.1,2.26
x86_64,36568,3.7,21.2,2.27
x86_64,36499,3.8,20.3,2.31
x86_64,36235,2.7,20.3,2.17
x86_64,35369,3.8,21.3,2.31
x86_64,35363,3.8,20.1,2.31
x86_64,34975,3.8,22.0,2.28
x86_64,34012,3.7,22.0,2.31
x86_64,33206,3.10,23.1,2.31
x86_64,33198,3.10,22.2,2.31
x86_64,33177,3.7,20.0,2.31
x86_64,32255,3.6,9.0,2.27
x86_64,31531,3.7,23.2,2.31
x86_64,31363,3.6,21.3,2.31
aarch64,31328,3.9,24.0,2.34
aarch64,31254,3.9,21.3,2.34
x86_64,31148,3.8,22.1,2.31
x86_64,30678,3.8,23.3,2.28
x86_64,30632,3.8,23.2,2.35
x86_64,30271,2.7,20.3,2.35
x86_64,30125,3.7,20.1,2.28
x86_64,29398,2.7,20.3,2.28
x86_64,28985,3.7,24.0,2.36
x86_64,28908,3.7,21.2,2.28
x86_64,28669,3.6,20.2,2.28
x86_64,28666,3.9,21.3,2.31
x86_64,28159,3.12,23.3,2.35
x86_64,28012,3.11,23.0,2.36
x86_64,27816,3.9,23.3,2.28
x86_64,27303,3.8,20.2,2.27
x86_64,26801,3.8,21.0,2.28
x86_64,26745,3.9,23.0,2.35
x86_64,26678,3.9,22.1,2.31
x86_64,26653,3.9,22.2,2.35
x86_64,26225,3.9,23.3,2.36
x86_64,25515,3.8,24.0,2.17
x86_64,25480,3.12,23.2,2.36
x86_64,24571,3.8,21.1,2.26
x86_64,24470,2.7,20.3,2.27
x86_64,24455,3.6,21.2,2.28
x86_64,24392,2.7,19.3,2.17
x86_64,24057,3.9,22.3,2.31
aarch64,23842,3.8,24.0,2.31
x86_64,23471,3.8,23.3,2.36
x86_64,23035,3.11,23.3,2.34
aarch64,22894,3.9,24.0,2.31
x86_64,22195,2.7,20.3,2.31
x86_64,21857,3.11,22.3,2.34
x86_64,21403,3.6,20.2,2.27
x86_64,20495,3.11,23.1,2.28
x86_64,20459,3.7,22.1,2.17
x86_64,20397,3.9,23.2,2.35
x86_64,20208,3.9,24.0,2.17
x86_64,20208,3.11,24.0,2.38
aarch64,20123,3.12,24.0,2.36
x86_64,19712,3.12,24.0,2.34
x86_64,19218,3.10,23.3,2.26
x86_64,19173,3.9,20.3,2.28
x86_64,18935,3.7,23.0,2.31
aarch64,17666,3.8,22.3,2.17
aarch64,17380,3.8,21.0,2.26
x86_64,17311,3.9,21.2,2.34
x86_64,16772,3.10,23.2,2.26
x86_64,16709,3.10,22.3,2.36
x86_64,16653,3.8,21.1,2.28
x86_64,16562,3.9,24.0,2.27
x86_64,16513,3.7,20.0,2.26
x86_64,16428,3.11,23.1,2.35
x86_64,16423,3.7,20.1,2.27
x86_64,16268,3.7,19.0,2.23
x86_64,16242,3.11,24.0,2.39
x86_64,15862,3.7,23.2,2.26
x86_64,15545,3.7,24.0,2.24
x86_64,15158,3.9,22.3,2.35
x86_64,15141,3.10,22.0,2.31
x86_64,15135,2.7,20.2,2.26
x86_64,14746,3.8,22.0,2.27
x86_64,14615,3.12,23.2,2.35
x86_64,14532,3.10,21.2,2.31
x86_64,14188,3.11,23.2,2.38
x86_64,14168,3.9,22.0,2.26
x86_64,14082,3.9,23.1,2.28
x86_64,13993,3.7,23.0,2.28
x86_64,13956,3.6,21.3,2.23
x86_64,13955,3.7,22.3,2.27
x86_64,13907,3.8,20.3,2.28
