cpu,num_downloads,python_version,pip_version,glibc_version
x86_64,4427852,3.8,21.0,2.31
x86_64,1581208,3.7,23.0,2.26
x86_64,1429345,3.7,20.2,2.26
x86_64,1153217,3.8,23.0,2.31
x86_64,767385,3.9,22.0,2.31
x86_64,752692,3.9,21.2,2.31
x86_64,582178,3.10,23.0,2.35
x86_64,574064,3.9,23.0,2.31
x86_64,568344,3.7,23.0,2.28
x86_64,464955,3.7,20.2,2.28
x86_64,462213,3.6,21.3,2.17
x86_64,449885,3.7,9.0,2.27
x86_64,428018,3.7,23.0,2.31
x86_64,416713,3.8,22.0,2.31
x86_64,416483,3.7,20.0,2.27
x86_64,406481,3.10,23.0,2.31
x86_64,369512,3.8,23.0,2.35
x86_64,362994,3.6,20.1,2.28
x86_64,307372,3.6,20.3,2.17
x86_64,303643,3.6,21.0,2.27
x86_64,272311,3.8,20.0,2.31
x86_64,269383,2.7,9.0,2.17
x86_64,266939,3.9,23.0,2.35
x86_64,265335,3.8,22.3,2.31
x86_64,258008,3.8,23.0,2.27
x86_64,246754,3.6,9.0,2.17
x86_64,231592,3.7,22.0,2.31
x86_64,215657,3.8,23.0,2.28
x86_64,201385,3.7,23.0,2.27
x86_64,198001,3.9,20.3,2.31
x86_64,195100,3.7,9.0,2.26
x86_64,188403,3.7,21.3,2.26
x86_64,180393,3.6,21.3,2.27
aarch64,177091,3.7,20.2,2.26
x86_64,170346,3.8,22.0,2.27
x86_64,167090,2.7,9.0,2.27
x86_64,165643,3.7,21.3,2.31
x86_64,161855,3.7,22.2,2.31
x86_64,161773,3.8,21.2,2.31
x86_64,159584,3.9,22.1,2.26
x86_64,155076,3.8,22.1,2.31
x86_64,147717,3.7,21.3,2.28
x86_64,140397,3.10,22.3,2.31
x86_64,132448,3.6,19.2,2.27
x86_64,126313,3.10,22.0,2.35
x86_64,125613,3.8,22.2,2.31
x86_64,121648,3.7,23.0,2.35
x86_64,111138,3.9,23.0,2.28
x86_64,110796,3.7,21.0,2.28
aarch64,105277,3.7,23.0,2.28
x86_64,102196,3.9,22.2,2.31
x86_64,99967,3.5,20.3,2.23
x86_64,99205,3.6,21.3,2.28
x86_64,94207,3.11,23.0,2.35
x86_64,94149,3.6,21.2,2.31
x86_64,93859,3.8,20.2,2.31
x86_64,92054,3.7,22.3,2.31
x86_64,84903,3.6,21.3,2.31
x86_64,83596,2.7,20.3,2.27
x86_64,83334,3.7,21.2,2.27
x86_64,81750,3.10,22.3,2.35
x86_64,79742,3.11,22.3,2.31
x86_64,79197,3.7,22.0,2.28
x86_64,77080,3.8,22.0,2.28
x86_64,76623,3.8,20.3,2.31
x86_64,76133,3.11,23.0,2.31
x86_64,72229,3.8,22.3,2.28
x86_64,69568,3.8,20.1,2.28
x86_64,69075,3.8,21.3,2.31
aarch64,68783,3.8,21.0,2.31
x86_64,67256,3.6,9.0,2.27
x86_64,66115,3.8,23.0,2.26
x86_64,65755,3.8,20.2,2.27
x86_64,63793,3.6,20.2,2.28
x86_64,60250,3.9,23.0,2.27
x86_64,59489,3.9,21.1,2.28
x86_64,58516,3.9,22.3,2.31
x86_64,57574,2.7,20.2,2.26
x86_64,56418,3.7,19.3,2.28
x86_64,55509,3.8,21.1,2.31
x86_64,53606,2.7,20.0,2.17
x86_64,53015,3.10,23.0,2.28
x86_64,52014,3.9,22.3,2.34
x86_64,51465,3.8,20.2,2.28
x86_64,51084,3.7,20.1,2.27
x86_64,50700,3.6,20.2,2.27
x86_64,50294,3.8,21.0,2.28
x86_64,49492,3.8,21.1,2.27
x86_64,48077,3.8,21.3,2.28
x86_64,47622,3.8,21.2,2.28
x86_64,47463,3.7,21.2,2.31
x86_64,46777,3.8,21.0,2.26
x86_64,46412,3.7,20.0,2.26
x86_64,45946,3.7,21.0,2.27
aarch64,45596,3.9,21.2,2.31
x86_64,45538,3.7,22.3,2.28
x86_64,45378,3.9,21.0,2.28
x86_64,44809,3.10,22.2,2.31
x86_64,44086,3.6,20.2,2.17
x86_64,43766,3.7,22.0,2.26
x86_64,42527,2.7,20.3,2.28
x86_64,42234,3.9,22.2,2.27
x86_64,42212,2.7,20.3,2.23
x86_64,41210,3.7,20.0,2.28
x86_64,41044,3.7,21.1,2.27
x86_64,40472,3.9,22.0,2.28
x86_64,38503,3.7,21.1,2.26
x86_64,37035,2.7,20.3,2.17
x86_64,36858,3.8,20.3,2.27
x86_64,36815,3.8,21.2,2.27
x86_64,35964,3.7,21.2,2.28
x86_64,35619,3.8,22.3,2.26
x86_64,35212,3.7,23.0,2.17
aarch64,34297,3.7,23.0,2.26
x86_64,33781,3.7,22.3,2.27
x86_64,33536,3.6,21.2,2.28
x86_64,32641,3.8,21.1,2.28
x86_64,32349,3.8,22.0,2.26
x86_64,32327,3.7,22.3,2.26
x86_64,31987,3.7,18.1,2.28
x86_64,31436,3.7,21.3,2.17
x86_64,30974,2.7,9.0,2.24
x86_64,30059,3.8,23.0,2.17
x86_64,29981,3.7,19.0,2.23
x86_64,29749,3.7,20.3,2.28
x86_64,29368,3.5,9.0,2.19
x86_64,29042,3.9,22.0,2.26
x86_64,29016,3.10,22.3,2.26
x86_64,28948,3.9,21.3,2.31
x86_64,28510,3.9,22.1,2.31
x86_64,28353,3.8,21.1,2.26
x86_64,28227,3.10,21.3,2.31
x86_64,28115,3.7,20.1,2.28
x86_64,26852,3.10,22.2,2.35
x86_64,26847,3.7,19.0,2.27
x86_64,26613,3.7,21.3,2.27
x86_64,26196,3.8,22.2,2.26
x86_64,25965,3.6,10.0,2.19
x86_64,25577,2.7,20.3,2.31
x86_64,25435,3.9,23.0,2.26
x86_64,25041,3.7,21.1,2.28
x86_64,25010,3.8,22.3,2.27
x86_64,24436,3.8,20.3,2.28
x86_64,23058,3.9,23.0,2.17
x86_64,22807,3.7,20.2,2.27
x86_64,22755,3.6,19.3,2.23
x86_64,21694,3.9,21.1,2.31
x86_64,21434,3.9,22.3,2.35
x86_64,20861,3.6,21.3,2.24
x86_64,20773,3.9,21.2,2.28
x86_64,20713,3.8,21.3,2.27
x86_64,20667,3.9,22.0,2.35
x86_64,20213,2.7,20.0,2.28
x86_64,20177,3.7,23.0,2.24
x86_64,19943,3.7,22.1,2.17
x86_64,19356,3.7,22.0,2.27
x86_64,19032,3.7,22.1,2.31
x86_64,18974,3.7,21.2,2.26
x86_64,18326,3.9,21.0,2.31
x86_64,18154,3.6,21.2,2.27
x86_64,17988,3.6,9.0,2.28
x86_64,17605,3.7,21.0,2.26
x86_64,17474,2.7,9.0,2.26
x86_64,17251,3.7,22.2,2.27
x86_64,16837,3.10,22.0,2.31
x86_64,16793,3.5,20.1,2.23
x86_64,16594,3.6,21.1,2.27
x86_64,16523,3.8,20.1,2.31
x86_64,16510,2.7,19.3,2.17
x86_64,16440,2.7,20.0,2.24
x86_64,16296,3.8,22.3,2.35
x86_64,16093,3.6,19.3,2.17
x86_64,16076,3.7,20.3,2.27
x86_64,15789,3.10,23.0,2.26
x86_64,15751,2.7,18.1,2.28
x86_64,15691,3.6,19.0,2.28
x86_64,14891,3.9,23.0,2.34
x86_64,14292,3.7,19.2,2.24
x86_64,13610,2.7,19.0,2.23
x86_64,13242,3.6,21.3,2.23
x86_64,13178,3.7,22.3,2.17
x86_64,12830,3.8,22.2,2.27
x86_64,12546,3.6,18.1,2.31
x86_64,12497,3.7,23.0,2.23
x86_64,12421,3.7,20.1,2.26
x86_64,12411,3.8,20.3,2.26
x86_64,12393,3.6,21.1,2.28
x86_64,12294,3.7,21.1,2.31
x86_64,12134,3.7,19.3,2.27
x86_64,11900,3.6,21.3,2.26
x86_64,11793,3.6,20.0,2.17
x86_64,11728,2.7,20.3,2.26
x86_64,11660,3.7,20.3,2.31
x86_64,11502,3.9,20.2,2.31
x86_64,11501,3.8,22.2,2.28
aarch64,11480,3.9,23.0,2.31
x86_64,11167,3.7,20.1,2.23
x86_64,10749,3.7,20.1,2.24
x86_64,10611,3.6,21.3,2.12
x86_64,10559,3.9,22.3,2.24
x86_64,10314,3.6,20.2,2.23
x86_64,10280,3.7,22.3,2.35
x86_64,10185,3.7,22.3,2.24
x86_64,10096,3.9,22.3,2.28
x86_64,10080,3.10,21.2,2.31
x86_64,9884,3.7,20.0,2.31
aarch64,9841,3.10,23.0,2.31
x86_64,9803,3.8,22.1,2.28
x86_64,9783,3.9,22.0,2.27
x86_64,9776,2.7,20.3,2.24
aarch64,9640,3.8,20.0,2.31
x86_64,9629,3.6,19.3,2.27
aarch64,9371,3.7,23.0,2.31
x86_64,9251,3.8,22.0,2.35
aarch64,9234,3.9,22.0,2.26
x86_64,9213,3.8,22.1,2.35
x86_64,9160,3.6,18.1,2.17
x86_64,9093,3.9,20.0,2.31
aarch64,9058,3.8,23.0,2.31
x86_64,8972,2.7,10.0,2.17
x86_64,8954,3.9,20.1,2.28
x86_64,8890,2.7,8.1,2.2
x86_64,8711,3.6,21.0,2.23
x86_64,8505,3.8,20.0,2.28
x86_64,8471,3.7,21.2,2.23
x86_64,8437,3.9,22.3,2.26
x86_64,8276,3.5,20.3,2.28
x86_64,7976,3.7,21.1,2.35
x86_64,7971,3.10,23.0,2.27
x86_64,7918,3.7,22.2,2.28
x86_64,7773,3.11,22.3,2.28
x86_64,7654,3.10,22.3,2.28
x86_64,7607,2.7,20.3,2.19
x86_64,7598,3.8,19.3,2.28
x86_64,7481,2.7,20.1,2.24
x86_64,7466,3.11,23.0,2.28
x86_64,7419,3.8,23.0,2.23
x86_64,7347,3.10,23.0,2.17
x86_64,7320,3.11,23.0,2.36
x86_64,7282,3.9,22.1,2.28
x86_64,7257,3.5,20.3,2.24
x86_64,7197,3.10,21.1,2.31
x86_64,7140,3.7,22.0,2.17
x86_64,7139,3.10,23.0,2.37
x86_64,7100,3.7,23.0,2.36
x86_64,6969,3.5,9.0,2.24
x86_64,6899,3.5,19.1,2.23
x86_64,6779,3.6,20.1,2.27
x86_64,6716,3.7,21.0,2.31
x86_64,6677,3.8,19.3,2.17
x86_64,6639,3.7,22.0,2.35
x86_64,6601,3.6,18.1,2.24
x86_64,6578,3.6,21.2,2.17
