cpu,num_downloads,python_version,glibc_version
x86_64,6309198,3.10,2.35
x86_64,5187368,3.11,2.35
x86_64,5009840,3.9,2.27
x86_64,4679997,3.12,2.39
x86_64,3073284,3.11,2.36
aarch64,2963163,3.10,2.35
x86_64,2405500,3.11,2.34
x86_64,2173856,3.11,2.39
x86_64,1956375,3.12,2.36
x86_64,1743887,3.9,2.31
x86_64,1678890,3.10,2.39
x86_64,1577195,3.10,2.36
x86_64,1460754,3.10,2.31
x86_64,1178850,3.12,2.35
x86_64,1063485,3.8,2.31
x86_64,1025685,3.10,2.26
x86_64,947342,3.12,2.31
x86_64,888629,3.9,2.39
x86_64,867853,3.9,2.34
x86_64,825656,3.11,2.31
x86_64,820510,3.13,2.39
x86_64,761070,3.13,2.36
x86_64,748547,3.9,2.35
x86_64,694406,3.9,2.36
aarch64,621775,3.9,2.34
aarch64,546815,3.11,2.36
x86_64,438090,3.9,2.26
x86_64,431505,3.10,2.27
x86_64,423035,3.13,2.35
aarch64,389513,3.11,2.35
x86_64,367812,3.12,2.34
aarch64,305109,3.10,2.36
x86_64,300992,3.9,2.28
x86_64,280177,3.13,2.31
x86_64,254513,3.11,2.28
aarch64,252060,3.10,2.34
aarch64,230801,3.12,2.36
x86_64,212930,3.12,2.28
x86_64,212423,3.8,2.26
aarch64,202516,3.12,2.39
x86_64,186056,3.10,2.28
aarch64,182986,3.9,2.36
aarch64,176393,3.9,2.35
x86_64,162167,3.8,2.39
x86_64,157516,3.8,2.36
aarch64,140820,3.9,2.31
x86_64,130846,3.8,2.28
x86_64,112035,3.8,2.35
x86_64,106050,3.11,2.41
x86_64,103554,3.13,2.41
x86_64,85845,3.10,2.34
x86_64,84703,3.12,2.40
aarch64,77005,3.13,2.36
x86_64,75755,3.11,2.26
aarch64,74187,3.11,2.34
x86_64,60264,3.8,2.27
x86_64,55361,3.9,2.17
aarch64,54228,3.12,2.35
x86_64,48417,3.13,2.34
x86_64,41077,3.11,2.40
x86_64,40967,3.12,2.41
aarch64,38032,3.11,2.39
aarch64,36144,3.12,2.34
aarch64,31472,3.11,2.31
x86_64,29304,3.12,2.38
x86_64,25192,3.10,2.41
aarch64,24871,3.8,2.31
x86_64,19682,3.10,2.17
aarch64,16867,3.13,2.39
aarch64,16412,3.10,2.31
aarch64,16226,3.13,2.34
x86_64,15676,3.10,2.40
x86_64,12774,3.13,2.28
x86_64,12611,3.11,2.38
x86_64,12242,3.11,2.19
aarch64,11198,3.12,2.31
aarch64,10808,3.10,2.26
aarch64,10548,3.8,2.26
x86_64,9709,3.13,2.40
x86_64,9593,3.9,2.41
aarch64,8774,3.9,2.26
aarch64,8767,3.11,2.28
x86_64,7439,3.11,2.17
aarch64,7007,3.13,2.35
aarch64,6869,3.13,2.41
x86_64,6866,3.8,2.17
aarch64,6639,3.11,2.41
aarch64,6425,3.10,2.28
x86_64,6109,3.12,2.17
aarch64,5961,3.10,2.39
aarch64,5414,3.13,2.31
x86_64,4870,3.12,2.27
x86_64,4858,3.10,2.38
x86_64,4790,3.12,2.26
aarch64,4640,3.9,2.28
aarch64,4154,3.8,2.35
aarch64,4138,3.12,2.41
x86_64,4007,3.11,2.27
x86_64,3820,3.9,2.37
aarch64,3169,3.9,2.39
x86_64,3094,3.13,2.17
x86_64,3088,3.8,2.34
aarch64,2930,3.12,2.38
x86_64,2551,3.10,2.37
x86_64,2546,3.11,2.37
aarch64,2387,3.10,2.38
aarch64,1959,3.11,2.26
x86_64,1941,3.8,2.23
aarch64,1939,3.12,2.28
aarch64,1828,3.8,2.36
x86_64,1615,3.9,2.24
aarch64,1554,3.13,2.28
aarch64,1538,3.11,2.38
aarch64,1416,3.8,2.28
x86_64,1032,3.9,2.40
x86_64,939,3.8,2.41
aarch64,896,3.12,2.40
x86_64,885,3.10,2.32
x86_64,851,3.10,2.33
x86_64,843,3.9,2.33
x86_64,835,3.9,2.38
x86_64,818,3.10,2.23
x86_64,816,3.11,2.22
x86_64,573,3.9,2.22
aarch64,562,3.11,2.37
aarch64,485,3.9,2.17
aarch64,482,3.12,2.26
x86_64,445,3.8,2.24
