cpu,num_downloads,python_version,glibc_version
x86_64,6153416,3.10,2.35
x86_64,5478416,3.11,2.35
x86_64,4705992,3.9,2.27
x86_64,4195448,3.12,2.39
x86_64,3398427,3.11,2.36
x86_64,2465274,3.11,2.34
x86_64,2352533,3.12,2.36
x86_64,2349475,3.11,2.39
x86_64,1751525,3.10,2.36
x86_64,1714428,3.9,2.31
x86_64,1660194,3.10,2.31
x86_64,1656893,3.10,2.39
aarch64,1533297,3.10,2.35
x86_64,1426642,3.12,2.35
x86_64,1320286,3.12,2.31
x86_64,1148645,3.8,2.31
x86_64,994502,3.10,2.26
x86_64,982798,3.9,2.35
x86_64,894807,3.13,2.39
x86_64,874115,3.11,2.31
x86_64,828625,3.9,2.34
x86_64,815623,3.9,2.39
x86_64,798339,3.9,2.36
x86_64,788632,3.13,2.36
aarch64,678699,3.9,2.34
aarch64,522408,3.11,2.36
x86_64,521828,3.9,2.26
x86_64,362112,3.12,2.34
aarch64,359150,3.11,2.35
x86_64,337038,3.8,2.26
aarch64,334231,3.10,2.36
x86_64,320955,3.13,2.31
x86_64,318631,3.9,2.28
x86_64,309881,3.8,2.39
x86_64,255847,3.11,2.28
aarch64,252364,3.12,2.36
x86_64,242720,3.13,2.35
aarch64,202325,3.9,2.36
aarch64,196377,3.9,2.35
x86_64,186059,3.10,2.28
aarch64,175350,3.12,2.39
x86_64,158737,3.8,2.36
aarch64,153790,3.9,2.31
x86_64,142101,3.8,2.28
x86_64,116709,3.11,2.41
x86_64,114660,3.13,2.41
x86_64,109657,3.13,2.34
x86_64,96129,3.12,2.28
x86_64,95809,3.12,2.40
x86_64,89845,3.8,2.35
x86_64,80961,3.10,2.34
aarch64,76555,3.13,2.36
x86_64,76461,3.11,2.26
x86_64,63333,3.8,2.27
aarch64,61428,3.11,2.34
aarch64,61308,3.10,2.34
aarch64,57916,3.12,2.35
x86_64,55039,3.9,2.17
x86_64,52168,3.11,2.40
x86_64,44536,3.12,2.41
aarch64,43074,3.12,2.34
aarch64,38743,3.11,2.39
aarch64,37763,3.11,2.31
x86_64,31212,3.12,2.38
x86_64,28692,3.10,2.17
aarch64,24617,3.13,2.39
x86_64,23176,3.10,2.41
aarch64,22698,3.8,2.31
aarch64,18129,3.10,2.31
x86_64,17079,3.13,2.28
aarch64,16654,3.12,2.31
x86_64,15063,3.11,2.38
aarch64,14991,3.13,2.34
x86_64,14891,3.13,2.40
x86_64,13721,3.10,2.27
x86_64,11112,3.11,2.17
x86_64,11082,3.12,2.26
x86_64,10655,3.9,2.41
aarch64,10387,3.10,2.26
aarch64,10272,3.13,2.41
aarch64,9886,3.9,2.26
