cpu,num_downloads,python_version,glibc_version
x86_64,6662817,3.10,2.35
x86_64,5625130,3.11,2.35
x86_64,4830257,3.9,2.27
x86_64,4241401,3.12,2.39
x86_64,3493586,3.11,2.36
x86_64,2556646,3.12,2.36
x86_64,2432260,3.11,2.34
x86_64,2427753,3.11,2.39
x86_64,1708495,3.10,2.36
x86_64,1697828,3.9,2.31
x86_64,1612929,3.10,2.39
x86_64,1538922,3.10,2.31
x86_64,1427599,3.12,2.35
x86_64,1125287,3.12,2.31
x86_64,1117382,3.9,2.35
x86_64,1117159,3.8,2.31
x86_64,1047583,3.10,2.26
aarch64,1047235,3.10,2.35
x86_64,945134,3.9,2.34
x86_64,903317,3.11,2.31
x86_64,888476,3.13,2.39
x86_64,864254,3.9,2.36
x86_64,785002,3.13,2.36
x86_64,722919,3.9,2.39
aarch64,672843,3.9,2.34
aarch64,468858,3.11,2.36
x86_64,454732,3.9,2.26
x86_64,399663,3.12,2.34
aarch64,366890,3.11,2.35
x86_64,351534,3.13,2.35
x86_64,325000,3.9,2.28
x86_64,312664,3.13,2.31
x86_64,298956,3.8,2.26
aarch64,293316,3.10,2.36
aarch64,268121,3.12,2.36
x86_64,236550,3.11,2.28
aarch64,224961,3.9,2.36
aarch64,219868,3.9,2.35
x86_64,193071,3.10,2.28
aarch64,190999,3.9,2.31
x86_64,175889,3.8,2.39
aarch64,171997,3.12,2.39
x86_64,152231,3.8,2.36
x86_64,151076,3.12,2.28
x86_64,145813,3.8,2.28
x86_64,136108,3.13,2.41
x86_64,121176,3.11,2.41
x86_64,95896,3.8,2.35
x86_64,92821,3.12,2.40
x86_64,87994,3.10,2.34
aarch64,82359,3.10,2.34
aarch64,81908,3.13,2.36
x86_64,71041,3.8,2.27
x86_64,69067,3.9,2.17
x86_64,67937,3.11,2.26
aarch64,61415,3.11,2.34
x86_64,50483,3.13,2.34
x86_64,50056,3.11,2.40
aarch64,50042,3.12,2.35
x86_64,46090,3.12,2.41
aarch64,40009,3.11,2.31
aarch64,39686,3.11,2.39
aarch64,39491,3.12,2.34
x86_64,28625,3.12,2.38
aarch64,27245,3.13,2.39
x86_64,26096,3.10,2.41
aarch64,23693,3.8,2.31
x86_64,23405,3.10,2.17
x86_64,21043,3.11,2.38
aarch64,18223,3.10,2.31
aarch64,17415,3.13,2.34
x86_64,17414,3.13,2.28
x86_64,15940,3.9,2.41
aarch64,15366,3.12,2.31
x86_64,15339,3.10,2.27
aarch64,15291,3.12,2.28
x86_64,12729,3.13,2.40
aarch64,11430,3.10,2.26
x86_64,11045,3.11,2.17
aarch64,10880,3.9,2.26
x86_64,10853,3.11,2.19
aarch64,9915,3.13,2.41
x86_64,9424,3.10,2.33
aarch64,8962,3.8,2.26
x86_64,8004,3.8,2.17
x86_64,7933,3.10,2.40
aarch64,7892,3.11,2.41
aarch64,7142,3.11,2.28
aarch64,6827,3.13,2.31
x86_64,6806,3.12,2.17
aarch64,6755,3.13,2.35
x86_64,5847,3.12,2.27
aarch64,5678,3.9,2.28
aarch64,5490,3.10,2.39
x86_64,5061,3.11,2.27
x86_64,4788,3.10,2.38
x86_64,4700,3.10,2.37
x86_64,4625,3.12,2.26
x86_64,4522,3.9,2.33
aarch64,4515,3.12,2.41
x86_64,4122,3.8,2.34
x86_64,3993,3.9,2.37
aarch64,3962,3.11,2.38
aarch64,3745,3.10,2.28
x86_64,3670,3.11,2.37
aarch64,3377,3.9,2.39
aarch64,2756,3.12,2.38
x86_64,2660,3.8,2.24
x86_64,2646,3.8,2.23
aarch64,2637,3.11,2.26
aarch64,2481,3.8,2.28
aarch64,2272,3.10,2.38
x86_64,2116,3.9,2.40
aarch64,2044,3.8,2.35
aarch64,1936,3.13,2.28
aarch64,1704,3.8,2.36
aarch64,1627,3.12,2.40
x86_64,1616,3.13,2.17
x86_64,1583,3.9,2.24
x86_64,1310,3.10,2.32
x86_64,1100,3.8,2.41
x86_64,1014,3.9,2.38
x86_64,916,3.9,2.22
aarch64,910,3.10,2.41
x86_64,865,3.10,2.23
x86_64,787,3.13,2.38
x86_64,698,3.9,2.23
x86_64,677,3.11,2.32
aarch64,603,3.9,2.17
aarch64,511,3.11,2.17
x86_64,494,3.8,2.32
aarch64,473,3.13,2.40
x86_64,471,3.13,2.27
aarch64,467,3.11,2.37
x86_64,451,3.9,2.32
x86_64,450,3.11,2.22
x86_64,441,3.14,2.39
aarch64,440,3.12,2.26
aarch64,435,3.12,2.17
aarch64,401,3.10,2.17
x86_64,398,3.9,2.19
x86_64,347,3.12,2.32
aarch64,299,3.13,2.17
x86_64,297,3.14,2.36
aarch64,288,3.9,2.41
ppc64le,283,3.12,2.34
s390x,258,3.12,2.39
aarch64,257,3.8,2.27
aarch64,254,3.9,2.38
x86_64,239,3.8,2.37
x86_64,236,3.11,2.23
x86_64,231,3.8,2.40
aarch64,231,3.11,2.40
x86_64,230,3.8,2.38
s390x,221,3.12,2.34
armv7l,219,3.9,2.31
armv7l,207,3.11,2.36
aarch64,200,3.8,2.39
ppc64le,198,3.12,2.39
x86_64,181,3.12,2.37
x86_64,163,3.13,2.26
x86_64,158,3.13,2.24
x86_64,158,3.12,2.23
aarch64,142,3.10,2.40
